20090222144140AALxPqH	Travel;India;Mumbai	Do there exists any car ferry between Mumbai-Karachi?	If, what’s the name and can I find it on Internet?
20090222131946AA5YGwe	Travel;United States;Austin	I am moving to Austin, TX in march.  Where is the best place to live, work, party, meet new people?	This is a big life change for me and I know it is not the best time to be moving (economy...) but i feel i need to head out and do something for me on my own.  Any little bit will help.
20090222132118AAbmGvf	Travel;New Zealand;Other - New Zealand	Is there any unprotected land in New Zealand where you can cut down trees?	Like if you brought an axe into the woods and cut down a tree, would you get in trouble, and are there specific places where it is okay to do stuff like that?
20090222134104AAr3UF5	Travel;United States;Other - United States	Is Put-In-Bay, Ohio, a good place to work?	I just applied for a hostess and retail job at Put-In-Bay and my mom told me I won't like it because there's too many annoying drunk people all the time. But the housing and pay are great, and I love the lake. Plus they have a grocery store and everything is in walking distance, so I think it would be fun. Has anyone else worked there as a summer job? Is it a good idea or should I apply to Cedar Point instead? (;
20090222134528AAUOuGj	Travel;United States;San Jose	For people who live or live in san jose california? even visited.?	is it a good place? my parents want to move there but i dont like california. they say its a very good place. best city to live in around cali. is it a good place. and i kinda dont wanna leave now because im gonna be a junior and i wanna stay here for graduation and grad night with all my friends. so..help me decide whether my parents are gonna make a good decision or not.
20090222135317AAb6XU7	Travel;United States;Other - United States	Things to do in Alaska?	I am planing on visiting Alaska this summer sometime in late May or early June because I hear that is the best time.  I am wondering if any body has any tips on what to do there.  I enjoy fishing but I have no idea what to fish for or how to do it? How about hiking? I hear that Alaska has a beautiful outdoor experience to offer.   Any advice is appreciated, thank you.
20090222141700AA63UDf	Travel;Canada;Ottawa	What is the Medical care in Ottawa like?	Do you have to wait a long time to get a doctor? At the emergency room is there a lot of waiting [over an hour]? How do they let patients in into the emergency room [by first come first serve or depending on problem? Or both?]      I read a person's comment on cbc to the transit strike article today, mentioning "crime rate and inadequate medical care". I know the crime rate is relatively low, but does s/he hold any water with the medical care comment?       Thanks in advance
20090222141824AAI1eck	Travel;United States;Chicago	University of Illinois at chicago showers?	im going there on a medical leadership program and I wanted to know what kind of showering facilities they have there.   are they private showers?      thanks
20090222141943AAlvgnJ	Travel;United States;Other - United States	Can anyone recommend a decent hotel near Duval St in Key West.?	Wife and I are going to Key West in May and need a decent hotel, fairly priced and some attractions that you would recommend.
20090222152821AA3xO51	Travel;United States;Las Vegas	Do you remember the show "Las Vegas"?	what happened to the show las vegas? it was on nbc (correct me if im wrong...) and the last episode was 3 weddings and a funeral... but only 1 wedding happened?
20090222144744AALZCfs	Travel;Canada;Toronto	Is there a polish mafia in toronto?	i heard there was a polish mafia somewhere in toronto if anyone knows were they hang out plz tell me
20090222144726AAfoGjQ	Travel;United States;Seattle	I need a good hotel in seattle!!!!!!!?	I am turning 13 in a couple of weeks. I live seattle, wa and im want to do birthday at a hotel that really cool but not to business or adult like. I need one in downtown seattle. I want it to have a spa and rental party rooms.
20090222144813AAJE7c0	Travel;Cruise Travel	Carnival Cruises....?	We are going on a cruise in April and I was wondering if non-alcoholic drinks are included in meals? I don't drink alcohol and/or soda usually just water or juice.   Any information on drinks?
20090222145040AAxZ4VD	Travel;Cruise Travel	What is the total carnival cruise on priceline.com?	Im planning to go on to a "4 Night Baja Mexico" from california and there will be 8 people. 4 people in each room.      I was wondering, the rooms are $359 each, but how much is it per person?    Also including taxes and everything how much would it cost?   Thanks
20090222153208AAESAqJ	Travel;Caribbean;Bahamas	Atlantis resort photos?	hi i went to atlantis last week and when they take your photo during rides and tube rides and stuff like that they put a number on ur bracelet.....where can i find these photos???
20090222153824AApHDuZ	Travel;Mexico;Other - Mexico	What is the traje tipico of tlaxcala, mexico?	ive used every search engine known to man and it doesnt seem like there is a traje tipico for tlaxcala. can someone help me out here?
20090222153916AAkvclD	Travel;United States;Philadelphia	Where to get my hair done ??!!?	in the PA , NJ , NY area a salon that does audrey kitching type hair styles !!    if you know of any in these areas please let me know i have been looking everywhere and cant find any .. !!!          thanks   =D
