20090220072746AAPSwYl	Travel;Brazil;Other - Brazil	What you of U.S.A. find of Brazil?	e what you more like or hate here in Brazil.
20090220094552AAdYUGc	Travel;Asia Pacific;Philippines	Is it true some guys purposefully impregnate girls so they can marry them and improve their life?	What I mean is, guys who are not from a well-off family, struggling financially and live in a place that seems to be falling apart. I have heard this countless times, that there are guys who have sex with girls from financially stable families, impregnate them (ie: discreetly take off condom), and later they are "forced to marry" by both families since that's the culture, or to save face...something like that.      How true is this?
20090220094954AAUeJ0z	Travel;Italy;Other - Italy	My sister's birthday present?	My sister's birthday is coming and she wants me to paint her something. Like italian stuff. I suggested a gondala, but she said no so i don't know what to paint for her. HELP!!
20090220101603AAqI4j6	Travel;United States;Kansas City	Fun things to do in Manhattan KS?	Sup all,   Im 25/M and just moved out to Manhattan KS. Im looking for fun things to do around here. Seems like a pretty small town but looks like it has potential. I am not military but I work as a contractor for the military so.. hopefully the local townfolk dont associate me with the Army base here heh...
20090220095133AAN1Fyq	Travel;Mexico;Other - Mexico	What paper work do i need to take my son to mexico?	my son is 2 month old we are traveling by bus or car to mexico i need to know what paper work i need for him and for my self?
20090220094636AA8nUFg	Travel;Canada;Other - Canada	Is there any...any way to travel to canada with a criminal record.?	Want to travel to British Columbia and visit site where my Father and Step mothers ash's were spread. They were US citizens yet had their ashs spread in BC. I  have not been in any trouble in 7 years now and have no violence on my record. Property crimes and 1 possession charge... Come on theres got to be a way for someone that truly has cleaned their life up.... Thanks
20090220095120AAisdGi	Travel;United States;San Francisco	Anyone get into UC Berkeley?	What was your GPA? What did your resume look like?
20090220101653AAZjTpL	Travel;Italy;Other - Italy	Are there craft / hobby stores in Milan?	I will be moving to Milan Italy very soon. I am a crafter and like to knit, crochet, paint, and make things. Here in the states we have craft stores that sell supplies. But what is available in MIlan????         I dont know what I will do if I cannot make things. or paint.
20090220102022AAWrmS6	Travel;Italy;Other - Italy	What make-up, skin care products are available in Italy?	I will be moving there soon. I need to know what products are available. I am not rich by any means, So I do not want to spend a fortune for make-up. Are there shops that sell regular cosmetics for a good low price?         I am trying to get a handle on what will be available to me. And costs.
20090220101129AAMljEo	Travel;United States;New York City	What is the cost in newyork life?	simple.
20090220100420AAHHyMH	Travel;Air Travel	EASY 10 POINTS: If you purchase an international airplane ticket from the United States, is the cost in USD?	For example, if you purchase a flight from New York to Russia, and when you look up the cost on travel sites, and it says for example $2000, is that $2000 in USD or the Russian currency?
20090220100844AAnjrol	Travel;United States;San Francisco	A Place to stay in Napa/Sonoma?	i am looking for a nice hotel with in the Napa Valley/Sonoma Valley area.  I would like it to be at least a 3 star hotel and no more then $150 or so a night.  i would also like it to be some what close the the wineries.  i am thinking maybe something in the middle (i think Santa Rosa is kinda in the middle... right?).  do you guys have any recommendations or where to stay?  i have been looking on hotels.com, travelocity.com, and expeidia.com and want to make sure i am not missing anything. also if you know of anything fun to do out there besides visiting the wineries that wonderful to know as well.        already have plans to do to the wine train and cant wait.      Thanks for your help!
20090220103034AAGDpKz	Travel;Other - Destinations	How can I tell my friend who is full blooded mexican not be "faking japanese" how do I handle this annoyance?	My family's mom last name is Miyagi and my moms fullblooded and she even thinks my friends kinda weird...What should I do to teach her a lesson ,look I already tried to speak to her in japanese and she ignored it and everyone still thinks shes japanese. please help me I want my old mexican friend back...
20090220102456AAi5b2w	Travel;Africa & Middle East;Other - Africa & Middle East	In January I'm going to Mozambique for 3 months...?	Do I need any special visa or anything? I'm going with an organization so they'll probably advise me on this but I wanted to do some research.
20090220100751AAON1yj	Travel;Europe (Continental);Greece	What city have the most wonderful g@y carnival: Zagreb, Tirana, Skopje or Istanbul?	=))      Zagreb, Tirana, Skopje or Istanbul   what of these cities have the most wonderful g@y carnival?
20090220102656AAReZFR	Travel;United States;New York City	What street is penn station new york on ?	my friends bad with the city   i need to know what street penn station new york city is on plz and thank u !@#$%^&*
20090220101956AAzispm	Travel;Australia;Other - Australia	Looking for Hostels in Cairns?	Were going to Cairns next week and we've been looking for cheap hostels , ive looked on loads of sites and the rough going rate for a double room is from 50$ per night , anybody know a few nice and cheap hostels over there??
20090220095149AACRsYh	Travel;Canada;Other - Canada	1 or 2 month Travel away from Canada?	I need to get away. I would like to go somewhere for a month ot two to relax. I would like to go by myself, to another country (I am from Canada). I want it to be a safe and enjoyable experience. I wouldn't mind meeting people but the main purpose would just be to get away for a while. I am financial stable and would just like some suggestions.      Do you know of any companies that specialize in extended travel/vacations?       Where should I go? Somewhere warm would be nice as Canada is a little chilly right now, and will be for a while yet!!!!!
20090220094424AAc5zPr	Travel;Caribbean;Bahamas	VISA to the Bahamas from India?	I am to attend a conference in the Bahamas, this April. I reside in Chennai. What is the procedure for applying for Bahamas Visa? What are the documents? Whats the fee? Any ideas?
20090220094448AAudWyR	Travel;Mexico;Other - Mexico	Where is the safest place to cross the border?	I want to drive from laredo Tx to Puerto Vallarta..but heard it isn't safe..can you tell me where is the safest place to cross the border?
20090220094831AAbqIgS	Travel;Caribbean;Dominican Republic	Do I need anti malaria to go to the dominican?	N/A
20090220095048AA8WCua	Travel;United States;Cleveland	Indoor water parks sandusky ohio?	N/A
20090220095534AAb2TM4	Travel;United Kingdom;Other - United Kingdom	I want to visit the Lake District for a couple of days problem is there are so many lovely parts I cant decide?	Where would you recommend I,m not a hill walker although I do love the scenery and of course the Lakes. Thanks in advance
20090220100401AAwg3yR	Travel;Europe (Continental);Other - Europe	CITIES IN EUROPE???????????????	Hey EVERYBODY, I would like to know  where in Spain, England, France, Or French Switzerland (Places where people speak English, Spanish or French) are the best places to live, having in mind the following aspects:      1. A city not too crowded, but not too uncrowded (Somewhere between 500,000  to 1,500,000 would be great)   2. A city with a pretty good university to go to.   3. Mild Weather. I would prefer cold weather than hot weather   4. Lots to do during free time   5. good transportation, and living facilites.      Thanx for all your help!!!
20090220100532AAbHyBn	Travel;Asia Pacific;Singapore	Where to get cheap helium  gas for balloon in singapore?	Well i am currently looking for helium pump?Really need it to be cheap,have a tight budge.May i know where can i get it in Singapore?
20090220100923AAroVta	Travel;United States;Dallas	What is the good public school districts in dallas, tx area?	i need info on both : high and elementary schools.   Thank you in advance !!
20090220101741AANb2Cy	Travel;United States;Other - United States	Thrift and eclectic stores in Rhode Island?	Does anyone know of any thrift stores, eclectic stores, or just funky stores in Rhode Island? Just places where I can find fun clothes that aren't extremely expensive.
20090220102028AAEPsZh	Travel;Brazil;Salvador	Brazil Marketplace Candy?	On Amazing Race, they went to Salvadore, Brazil.  They were going through a marketplace where sellers had carts piled high with boxes of candy.  I thought the candy was called "blongs" or something like that.  Anybody know what they are, or what they are really called?
20090220102847AAb0zeL	Travel;Australia;Other - Australia	Thinking about emigrating to New Zealand; where is best to live?	My husband is an Aviation Fire Fighter & regular Fire Fighter and I am in the Health Sector. We have two small children and are looking for an area that will give us a more laid back lifestyle and good prospects for the kids. We would like plenty to do but not fussed about a full on night life. Any info would be welcome and if you have emigrated from the UK was it the best thing you did???
20061102193334AArayJd	Travel;United States;Other - United States	Best field trip memories?	like when you stay in a hotel, the bus trip, or did a student get lost or did u just have a really great time? :)
20061111043003AAM6FiH	Travel;Travel (General);Other - Destinations	How do i find a map for directions to a street address?	I need directions from 10015 Golden Meadow, Houston, Texas to 5424 Arncliff
20070127152316AAIY5Ln	Travel;United States;Other - United States	Where can i purchase  loquat  in tampa florida?	N/A
20070325075753AARGghV	Travel;Other - Destinations	?Qué lugar de tu región me recomiendas esta semana santa?	Me gustaría tener muchas opciones, se que cada quien considera su país y su región la mas bella del mundo y quisiera corroborarlo. ?Cuál es el lugar que me recomiendas visitar y por qué?   Tradición, religión, cultura, arquitectura, comida, gente, hospitalidad, paisaje, espiritualidad...   ?Qué cualidad posee?
20070412104816AAKYQSI	Travel;Other - Destinations	?Que bellezas naturales o lugares turísticos promoverías del lugar en donde vives?	Imagina que eres un promotor turístico y de ti depende la industria turística de tu lugar de residencia. Qué lugares, historia, alimentos, trajes típicos, museos, costumbres, etnias, nos recomendarías conocer.   Por ejemplo, de Aguascalientes en donde vivo te recomiendo la amabilidad de su gente, la Feria de San Marcos, que está por comenzar, los merenderos, que son como un bar de tapas espa?ol o una cantina familiar. La Cenaduría San Antonio, donde puedes degustar comida típica. La Catrina, un restaurante especializado en rescatar recetas de cocina tradicionales de la región.   Saludos y espero tus recomendaciones!
20070415214007AAPv7qW	Travel;Mexico;Puebla	?Cómo llego a Tezuitlan Puebla?	Una colaboradora de YR, Mercedesbenz me ha convencido que es un lugar que debo conocer. Vivo en Aguascalientes, cómo llego a este paradisiaco lugar (puedo hacer una escala en la Ciudad de México)   Gracias!
20070317213442AAISUbA	Travel;United Kingdom;Other - United Kingdom	Si una bomba explotara; yo seria el unico que volaria...?	para que no me olvides...y sigamos unidos los dos, gracias a los recuerdos....(en Garza2)
