20080516170935AAilPZX	Travel;New Zealand;Dunedin	?Si Me Dice Que Se Viene, Debo Ponerme Felz?	Y recibirlo? =P
20090205181420AAt53hN	Travel;Air Travel	Why was the piliot of flight 93 so dumb? I mean...?	They sent him a transmission that said " Dont let anyone else in the cockpit, be aware of possible high jacking" and the pilot was like.... please confirm that last transmission.      Oh there is a knock on the cabin door and someone yelling to get in, let me know answer it.  Hello who is this...oh a hijacker, ok I am not going to fight back or anything I will just get out and let you have the plane.      I mean seriously, wouldnt you have at least fought back against the guy that only had a box cutter?
20090203061411AAnuMnW	Travel;Asia Pacific;Malaysia	Any room near Sunway medical KL?	My sister will be working in Sunway medical this month and we have headache looking for place to stay. The rental is so expensive.. with salary of RM600, can anyone suggest something? Is taking bus in KL dangerous? Is it safe to walk to work from the block nearby passing the highway?
20090203061600AAvpbfB	Travel;Asia Pacific;China	What is "Charter 08" and who started it?	N/A
20090205180227AAJdeJp	Travel;United Kingdom;Other - United Kingdom	What countries make up the British Isles?	N/A
20090203062053AAOYTQ6	Travel;United States;Dallas	Where is the best Honda dealership to buy a Honda from in Dallas,Texas?	N/A
20090205184355AAxABnj	Travel;Travel (General);Other - Destinations	Where would you rather live, Montana or New Mexico if you had to choose?	Im trying to decide which one would be a better place to live, I currently live in California, but would like to move somewhere where the air is cleaner and jobs are easier to get.
20090205184049AAlUdOW	Travel;Travel (General);Packing & Preparation	What should I pack for france?	I'm going to France the last week of march& first week of april. I will be staying in Grenoble (in the alps) and make my way to Paris. I'm going with my high school french class, and we will be staying with French families... so, what do you think I should pack?
20090203064652AA4mU7Y	Travel;Latin America;Other - Latin America	Who has visited the country of COLOMBIA? Please tell me about it..?	I am planning a visit there in a few months to either Bogota or Cali.  I researched some to find out about the pollution in Bogota and the need to know which places not to go due to your safety. What else should I know? Place to stay besides the big hotels. Where to eat?
20090203060917AAS9WCx	Travel;United Kingdom;Other - United Kingdom	What do you think of scotland and the scottish accent?	N/A
20090205182558AAASEAc	Travel;United States;Los Angeles	Los Angeles....................?	Whats it like living in Los Angeles..... name some cities you either live in or visited and explain what its like please.      It would also be nice to explain Toluca Lake. (if you can, if you cant... thats ok just explain Los Angeles and what its like and some fun stuff do do there....like living there?)         ~THANK YOU FOR ALL OF THE HELP!!!!!!!!!!!!~
20090203065358AAZURs4	Travel;United States;Chicago	On what streets does the Puerto Rican pride parade take place on in Chicago.?	N/A
20090203064309AAa4Wzr	Travel;United States;Seattle	Is it lush and green all year round in Washington state?	Just wondering if it would be lush and green with plants all over the place in Washington state in January. Does it snow? Do the plants ever die and get brown? I know its not all sunny all the time, but just curious about the plant life....
20090205180111AAfn3he	Travel;United States;Dallas	Dart rail to Presby Dallas?	How far/hard is the walk from the DART rail to Presbyterian Dallas hospital main building?
20090203063632AASO3YS	Travel;India;Chennai	I like to know the south India tour operators who conduct package tours with nominal budget in chennai?	We are four- 2 adult & 2 children of 11 & 13 yrs. We like to have tour for 10 to 15 days. Our budget is Indian & limited.Time from 17 may2009 onward.
20090203060949AA1xhd6	Travel;Other - Destinations	What towns/villages/cities could i reach on a 4hr ish train journey from Kiev Ukraine?	N/A
20090203061707AA4Gx9p	Travel;Air Travel	4 friends are going on a trip and now 1 can't go do I have 2 tell the airline in advance ?	I'd rather have an empty seat next to me on the plane for more room...
20090203065434AAVNqXF	Travel;United Kingdom;London	Is the snow in London gone for good?	I enjoyed the weather these last few days, its beautiful and fun, much better than rain.
20090203061819AAo1yb4	Travel;Ireland;Other - Ireland	I have a 02 irish mobile how do i leave a message on it?	if some1 rings me and i can't answer it. that they go through to my message?
20090203061447AARq00e	Travel;Asia Pacific;China	My dad sent me a Message and I think it was adressed to my grandpa, what does it mean?	the message was written in chinese, can some one please translate:   我开始烦恶我的儿子，他是在我的家庭的恒定的心烦，我计划否认他，并且我开始相信...
20090205175941AAqiT6Y	Travel;United States;Other - United States	What is there to do in florida?	what is there to do in florida besides theme parks and beaches?  please help me :)
20090205180947AADfvNW	Travel;United States;Other - United States	Name some good Christian schools no more than a few hours out from central New Jersey?	N/A
20090205180153AAVscJD	Travel;Travel (General);Other - Destinations	HELP! i need to find an affordable coastal city thats walkable, not too hot or cold, and still fun!?	so, i am looking to find somewhere with a temperate climate (not too hot, not too cold), walkable/bike-able with groceries, bars, parks, STUFF close enough to walk to. affordable to me means i could get a 2 bedroom HOUSE for rent for like $1050-ish. i have piercings, tattoos and colored hair, so i would like to not be surrounded by people who will give me trouble, or where it will affect my being hired. coastal preferred, close to a big city if not IN big city would be nice. wow, that sounds like a lot, but theres gotta be something right? help me!
20090205180946AA6jeqU	Travel;United States;Other - United States	Is this place right for me to live in?	so I'm 15 right now, living in Arkansas, and when I get older I have this fantasy of becoming a Forensic Scientist and working in NYC, I've never been there and I don't know, it just sounds so cool, I've never been up in Yankee territory and I've heard scary things about big cities like this one, if not there, then where is a good place to be a Forensic Scientist?
20090205181229AA5UD9b	Travel;Travel (General);Packing & Preparation	Are there any good cheap razors out there?	I've been using my mom's crappy razor for a while now and its super dull. I kinda have a low budget are there any cheap razors that get the job done well?       And i actually really need a razor without any chemicals used or w.e or else my mom will kill me k?
20090205182405AAPolRq	Travel;United States;Honolulu	What types of trees are in Hawaii?	N/A
20090205182359AAjf7no	Travel;United States;Other - United States	How much would it cost to fly from JFK to paradise valley arizona?	how much would it cost to fly from either jfk or laguardia NY to paradise valley arizona? i would be purchasing 3 tickets, dosen't matter to me what class. so yeah how much would it cost, and how long of a flight would it be? thank you.
20090205182629AAbLHuL	Travel;United States;Other - United States	Is there any spy schooles or camps in oklahoma?	i realy want to become a spy but i cant realy go anyware out of this state (oklahoma) so if u could maby give me some websites or names that would be great    thanks!!!
20090203061110AAQ4IA7	Travel;India;Other - India	Whats ur opinion about INDIA.........?	ANY COMMENTS ARE WELCOME GUYS...................
20090203061301AAlf5mT	Travel;United Kingdom;Other - United Kingdom	Has anyone been on the Wallaby rescue voluntary project with Frontier.ac.uk?	I'm considering signing up but wanted to see if anyone had any experiences about the project or the company? Thanks
20090203061328AA43jPr	Travel;India;Mumbai	Liquor through Mumbai Customs?	Hi, I am travelling from London to Bangalore through Mumbai. I am planning to buy 3 - 1ltre bottles of Johnny Walker. Any idea whats the limit. Will the customs guys make an issue of it? Again - I have to take a domestic flight to Bangalore - will the Domesic customs create an issue too?
20090203061655AAq2M73	Travel;Travel (General);Other - Destinations	I would like to know about the European Non Immigrant Visa like C-1 / D-1 US Visa for Crewman. Tnx.?	Is it possible to obtain C-1  / D-1 Visa for US without a valid employment Contract?
20090203061704AAeaWBc	Travel;Canada;Montreal	Tell me about Jean Talon area in Montreal?	Hi! I would like to live near Jean Talon Greek Town, station in Montreal. What would you say is this area like? Are apartments cheaper here? I've been looking around the internet remax, but hardly any available in this area.
20090203061848AACurI1	Travel;Mexico;Mexico City	Any fun places to go in/near mexico city?	let me know thanks.
20090203062002AACyfrX	Travel;United States;Los Angeles	What is the age to rent a hotel room in california?	I'm 17 but when i need to rent one I will be 18.    Thanks
20090203062017AAWubHx	Travel;Africa & Middle East;South Africa	Do they have Starbucks in South Africa?	N/A
20090203064244AAL71ie	Travel;Europe (Continental);Netherlands	Validate train tickets in holland?	I am going to rotterdam at the end of february working and flying out to amsterdam. i know that in germany you have to validate a train ticket for the day you use it because my friend got escorted offa train because she didnt know this but does anyone know if that is the case in holland?    i will be getting the train from amsterdam airport to rotterdam centraal.
20090203064819AARb5XC	Travel;United States;Other - United States	What is the baltimore weather number?	or maryland
20090203064906AAupJBv	Travel;Europe (Continental);Greece	Ayia Napa... Things to do?	Hi i get married in Ayia Napa this May.  Can anyone recommend any good outings, trips etc, which would include a 5 year old little boy.  Also is Ayia Napa expensive for trips, food etc?       Thanks
20090203065315AAVxa2y	Travel;United States;Other - United States	Can anyone give me details about the night club in Minnesota called myth?	Is it lame? what do guys/girls wear?
20090205182954AAhwK4C	Travel;United States;Other - United States	Where is a good place to stay in siesta key, florida?	im looking for a beachfront rental around 80-110 a night
20090205183616AAVxZ2W	Travel;Travel (General);Other - Destinations	What country you prefer most to go?	Asia, North America, South America, Africa or Austrilia?
20090205183857AA4hSOq	Travel;Africa & Middle East;Other - Africa & Middle East	Any Kabul, Afghanistan natives out there?	I'm am doing a research project for school and am documenting the everyday cultural life of an average person there. What are some popular places for college students or other youth? What do they do on their free time etc. I know this also depends on social class.       Also could you send me some links to further investigate this if you know of any interesting blogs or such?      THANKS A LOT
20090205184213AALCylD	Travel;United States;Other - United States	When did the first Americans cross a land bridge from Asia to Alaska?	N/A
20090205185856AArokWs	Travel;United States;New York City	Conan O'Brien said if we get enough signatures he isn't leaving NYC, true?	well then why don't people sign then?? i hope he keeps his word! :D
20090205191440AAfQ1Sx	Travel;Air Travel	Help - is SpiritAir airline final fares calculated in US dollars or in the currency of the departing country?	for example in euros or pounds or rupees or indian dollars   these are just examples
20090205190733AAQOIYD	Travel;Other - Destinations	Please help... Im moving! :)?	My husband and I are planning to move from the US to England this summer. Does anyone know what information we should know or how to become a citizen... anything that I need to think of last minute lol. Any help is greatly appreciated!!
20090205190355AAyaAB4	Travel;Air Travel	Flight leaves Chicago Thurs,4:25pm, layover Stockholm 5hours, arrives Russia 4:35pm. Is arrival also thursday?	My flight leaves Chicago on Thursday, 4:25 p.m., has a layover in Stockholm for 5 hours, then arrives in Russia at 4:35 pm.  Do I arrive in Russia on Thursday or Friday?  (The airlines don't list a date for arrival.)
20090205190413AAxDK62	Travel;United States;New York City	What kind of drug test does ibew new york city conduct a pee or hair test?	N/A
20090205190630AAT9klR	Travel;Other - Destinations	How many miles is it from billings to helena need answer now?	N/A
20090205190833AApGDqc	Travel;United States;Other - United States	Who lives in Oklahoma?	Just wondering!
20090205191244AA2yf8p	Travel;Travel (General);Packing & Preparation	What should i bring on a bus trip?	Well, my school is going on a trip and it is on a bus for like 45 min or maybe even an hour.       I want to know, what can i bring, what i should do and... fun tips !
