20090307150306AAJIE7Y	Travel;Caribbean;Cuba	Which countries allow cuban citizens (living in cuba) the least expensive visa or do not require a visa ?	If a cuban citizen, currently living in cuba, would like to visit/travel into another country, which country would be the easiest and least expensive to travel?
20090227081945AAw9JjC	Travel;United States;Las Vegas	Would the Siegfried and Roy Secret Gardens be worth the money if?	We will be in San Diego a couple of days before we go to Las Vegas and we are going on a whale watching tour and to Birch Aquarium. Would it be worth the money to go to the Siegfried and Roy Secret Garden and Dolphin Habitat right after? There are 4 of us so it would be $60.
20090307132608AAGCPqn	Travel;United States;Honolulu	Where do u get filipino pride shirts in oahu?	just wanna know where to get it
20090307130310AATtLmw	Travel;United States;Other - United States	I really want to find a place to stay.?	What's the average cost of living in:      1. Atlantic City, NJ   2. Las Vegas, NV   3. New York, NY   4. Atlanta, GA   5. Cincinatti, OH
20090227081423AAzmRpT	Travel;United Kingdom;London	Is the city London cool?	I REALLY WANNA go but i live in USA so yeah lol is it worth saving up?
20090227075840AAbpVfL	Travel;Mexico;Cabo San Lucas	Good All-Inclusive/Adult only Resorts in Cabo?	Looking to travel there in the fall with my boyfriend. Would prefer Adults only, but definitely want an all-inclusive place. Any good recommendations, or places that I should definitely stay away from? Thanks!!
20090307131053AArHGrN	Travel;United States;Other - United States	If I moved from Tn to AZ could I get scholarships in AZ?	I now live in Tn and I'm about to graduate and start college.  My brother and nephew live in AZ and I was thinking about moving to AZ, is there any scholarships I would still be able to receive for college if I moved to AZ and started school in August?
20090307123119AA1EfNG	Travel;Asia Pacific;China	Why do people say china only makes crappy sh!t?	i checked all of these and my iphone,xbox 360,bapes shoes,the toshiba laptop im typing on is made in china too o yea i checked all my jordans even my 6/17 count down pack is made in china so i dont get y some people say all chinese sh!t is cheap and crappy
20090307131504AAaXFtB	Travel;United States;Phoenix	Anyone who lives in Flagstaff, Arizona?	Is it snowing there right now? Or is there snow on the ground?      I'm going there this monday and I wanna play in the snow!!
20090307133536AAb2jd5	Travel;United States;Other - United States	What is the best way to spend the weekend?	what is your idea of a fun weekend?
20090307123357AApYVSu	Travel;United States;Other - United States	Whats a good family vacation for a family of four and I also live near the Chicago area?	help me out I need to know by spring break!
20090307124925AAtsoVl	Travel;United States;Las Vegas	Does eldorado high school in las vegas have lunch?	well i live in las vegas and next year i want to change schools to eldorado but since they have block schedule do they have lunch some people say that Eldorado's lunch is optional but what does that mean?   i need help no rude answers please!
20090307122207AApGi9q	Travel;Asia Pacific;Japan	How to say in Japanese...?	How can i say in Japanese:   I was brought by...(someone) to...(somewhere)?
20090307132724AA1xM34	Travel;Ireland;Other - Ireland	Thinking of moving from ireland to england... any advice?	N/A
20090307125810AAOjD9b	Travel;Europe (Continental);Other - Europe	Is it true-possible to  ride horses unaccompanied in Europe?	I believe some countries do this despite EU Health and Safety regs but not sure which.
20090307132935AAiQJ1h	Travel;Travel (General);Other - Destinations	What are some places a teenage girl would want to go during spring break?	We live in Orange County, CA, and we would like to go somewhere that is less than about 350 miles far from Orange County.
20090307133230AAmSBar	Travel;Asia Pacific;Thailand	Travel itinerary for Thailand in May?	Hello!    My friend and I are going to Thailand for 10 days at the start of May and have to arrive/depart via Bangkok. Can anybody suggest an itinerary that shows us some of the sights but also gets us chilled out time on a beautiful beach? I've always wanted to go to Phi Phi but worried that it's now completely touristed-out. We'd love to go somewhere uncrowded.   Any advice greatly appreciated!
20090307132206AAqjO9k	Travel;Asia Pacific;Malaysia	How to cuddle an orangutan in Borneo?	Hello, I'm going to Borneo soon and want to know the best way to see Orangutans and, if poss, feed them (or even have a little cuddle)... Would we be best doing an organised tour or a trek, and if so can anyone recommend something?   Thanks so much!
20090307132949AArqDi9	Travel;Europe (Continental);Poland	If i have my driving permit in america, can/how can i use it in poland?	i have my permit, and i'm going to poland over the summer. i was wondering if i can use it, and do they have the same driving rules there as New Jersey has.
20090307122209AANY09u	Travel;Asia Pacific;Other - Asia Pacific	Where can i find cheap tickets to go to asia on july 09?	i plan on going to asia in july but the tickets are expensive. leave in july return in august. what are some good websites to get cheap tickets to asia? from LAX.
20090307130834AAPXlAv	Travel;United States;Other - United States	Where should i move to in tampa florida please help?	im 20 years old i would would like a part of tampa bay that has a lot of young people and i would be gettin a apartment i also would like to live by malls and some where close to beaches. thanks for your help
20090227080003AAqdWEd	Travel;Australia;Melbourne	I'm going to melbourne australia?	i'm staying on lonsdale street...where is some places that i need to go?
20090227081133AAyAOL1	Travel;United Kingdom;Other - United Kingdom	Looking for affordable flights Chicato to Manchester UK but returning from Heathrow to Chicago.?	Most of the sites I checked don't give the option of returning from a city that's different from the arrival city.  We plan to travel to Manchester on or about September 22 and fly back to Chicago from London on or about October 1.  Thanks.
20090227081233AATrcwh	Travel;Spain;Other - Spain	In desperate need of a good All Inclusive hotel in Spain for August this year?	My husband and I are really struggling to find a decent all inclusive hotel for our summer hols this year. We have 2 boys aged 8 and 12 to keep entertained, so need somewhere that has stuff for them to do. We also want a beach close by, not too bothered about the resort as long as it's not full of clubbers! Any ideas would be greatly appreciated..Thanks!!
20090227081601AADiuno	Travel;Australia;Other - Australia	DNB (Gynaecogology and Obstretics): About practice in Australia?	Hi,   I am a DNB in Gynaecogology and Obstretics and plan to move to Northern Territory in next 6-8 months (on a family migration visa: my spouse being the principal applicant). What would the minimum requirements for me to practice in my field? Do I need to clear AMC exam? IS that any other option available? Which website would give me authentic details?
20090227082959AAExdJh	Travel;United Kingdom;Other - United Kingdom	Postal code of england?	N/A
20090227083030AA5YERp	Travel;United States;Denver	I have an airline voucher and want to know how to transfer this into new ticket?	N/A
20090227083258AAK2SAd	Travel;Travel (General);Other - Destinations	I waNT TO TRACK THE PROGRESS OF MY PASSPORT APPLICATION..IS THERE A WAY?	N/A
20090227083538AA5xAb6	Travel;Ireland;Other - Ireland	Im visiting Ireland, has any1 got some restaurant tips or great pubs suggestions?	Im staying in the Smith field area. Also can anyone tell me what the prices of most 'tourist' items (pint of beer, breakfast e.t.c) are in Ireland?      Many Thanks for your comments
20090307122553AAqKhP5	Travel;United States;New Orleans	What are the current conditions  of New Orleans since the  hurricane?	What has/hasn't happened to help the victims of Katrina?
20090307122826AAtN1S9	Travel;Ireland;Other - Ireland	Where to go on holiday in ireland?	i want to go on holiday in ireland,but i don't no what part to go to. can any one help please.
20090307122943AAgAa2B	Travel;Travel (General);Packing & Preparation	I've read the TSA rules but i'm wondering if i can bring these on a plane...?	I want to bring a few of my supplements. They are all powder and in original containers. Creatine, L-glutamine, and protein. I was wondering if I could get through with these on my carry on. If not maybe my checked in? Thanks!
20090307123213AAfKyzN	Travel;Air Travel	Can you bring Bootleg movies on planes?	Hey I was wondering if you can bring Bootleg movies on to planes. I am going on vacation and want to watch a movie while on the plane with my portable DVD player. If they see the bootleg movie will they take it away in the security line.
20090307123913AA4aUyb	Travel;United States;San Diego	Southern California Tourist Info needed! (Lots!)?	Hi there! So this is my first California Vacation (or Cali-cation as i like to say) and i'm looking for stuff to do that isn't too pricey. We'll be all over the place...a couple days in San Diego, we want to check out LA and Hollywood in a day, and then Palm Springs for a couple days. Any advice or "must-sees" would be GREATLY appreciated. I have AAA and i know i can get some discounts with that, but i just want some opinions. Thanks!
20090307124214AAUf7F1	Travel;Europe (Continental);Belgium	Has anyone been, lived, or visited Herentals in Belgium and can tell me what it's like?	Hi, Im due to visit Herentals in Belgium next week on a working trip and wondered if anyone on here was familiar with the place/area and could give any advise on places to visit/avoid.   Thanks
20090307124325AA6kzf8	Travel;United States;Other - United States	I moved from Michigan to Colorado and need to find work.?	Please some one help me.......I only have automotive background. I would love to get an office type job but don't know how to change my resume to do so..........Thanks...
20090307124403AAtdKng	Travel;Travel (General);Other - Destinations	What are the crime rates for these countries?	What are the crime rates for Netherlands, Cyprus, Lithuania, United Kingdom, Germany, Italy, Spain, and Slovenia? Me and my friend are planning on visiting those countries in a few years. And we just wanted to know this! If you have any extra information about these countries, that'd be great too, thanks! (:
20090307124815AAXQOVG	Travel;Air Travel	What is the baggage allocation for economy class in qatar airways from doha to kochi?	what all valuables i can carry and also regarding the quantity 4 eg about electronics etc
20090307124954AA4IUNO	Travel;United States;Atlanta	Does anybody know where to find Camel Crush Cigarettes in Atlanta, GA?	N/A
20090307125814AATstaE	Travel;Caribbean;Puerto Rico	Anything to do around the San Juan Airport?	My flight will come in at 3:40AM and I cannot check into my hotel until 4PM. Is there anything worthwhile to do in the area? Preferably walking distance or public transportation.      Tours, sightseeing, etc? 10 points. Thanks.
20090307130741AAaB7Y1	Travel;Europe (Continental);Turkey	Helppppp! is turkey the country .....?	is turkey the country core or semi periphery? Core is highly developed and semi periphery is less delveloped but developing.
20090307130837AArY0dO	Travel;Europe (Continental);Greece	Anyone been to Greece?	My friends and I have to do a project on Greece. We're supposed to act like we went there and write journal entry type things. Anyway, one of the things we have to write about is the people, like their personalities. Since none of us have been to Greece, we need some pointers. Can anyone tell us a little about the Greeks?
20090307131744AAlhP5a	Travel;Asia Pacific;Japan	Can anyone translate japanese manga for me?	I was wondering if anyone had time to translate comics for me in their free time if they are japanese. If you do want to do it email me and i'll reply with a few samples and you can just type the translations there. BUT I'M LOOKING FOR SOMEONE WHO KNOWS JAPANESE THROUGHLY! not someone who can translate not just     日本語話せる？日本語話したいけど、日本語話せる人が少ないね... but more then that. like all the kanji, hiragana and  katakana.
20090307132356AAFQ7Hy	Travel;United States;Other - United States	What are some really nice places on the georgia coast to stay that is a decent price?	I want it on the beach, where i can see the beach from the hotel room.   thanks
20090307133223AAfqWyq	Travel;United States;Other - United States	What are the best places to visit in california?	N/A
20090307133322AAaMoFf	Travel;United States;Miami	How can i get to south beach by train from boca raton.?	hello i dont have a drive licence and i want to go south beach bye train from boca raton.
20090307133657AApxdPl	Travel;United States;Other - United States	When is spring break in tampa florida ?	N/A
20090307133835AAhsIjD	Travel;Europe (Continental);Other - Europe	Canada or Norway, which one has better working conditions, higher salaries and standard of living?	specially for engineering jobs.
20090307134633AA0nAsY	Travel;United States;Las Vegas	Are children allowed to the CTIA 2009 convention?	I have a 7 month old, and i would mostly stay with her on the Exhibitors floor.
20090307135043AA3hi6n	Travel;Africa & Middle East;United Arab Emirates	Playstation 3 prices ?!?	I would like to know what are the prices of playstation 3 the 80 gb and the 160 gb in Dubai !?
20090307141209AA1fQbG	Travel;United States;Other - United States	Do people in North Carolina have an accent?	I was just wondering? can anyone tell me?
20090307143307AADwLJw	Travel;Ireland;Other - Ireland	Why do people think all Irish people drink all the time?!?	it certainly cannot be true, i realize it's a common misconception. i tell people i want to go to college in Ireland and all they think is "oh blah, they drink ALL THE TIME shes gonna go become an alcoholic" i know this isn't true...do they really drink that much more? why would they think that?
20090307144554AAx50Ar	Travel;Africa & Middle East;Saudi Arabia	Saudis............???? Question?	Salam.   First: I admire you Saudis! Keep up the good work. Ash Al Malik!!      Does anyone know a site to help me learn arabic(saudi dialect only)   I will apply to madinah uni next year when i go to umrah but i want to learn as much as possible until then. Is this a good idea? Do you know what can help me? I hear many dialects and it is difficult for me so i'll master Saudi or gulf dialect :) Please i will appreciate any help Saudis!!
20090307135726AAmstmi	Travel;United States;San Diego	Transferring to san diego colleges?	Im from NYC and I'm almost done completing my second year in a 4yr college here. I'm moving to San Diego in October because my husband is stationed there and I want to be with when he arrives from his deployment. My major is Childhood Education and Psychology. How do I start off? Do i go to a community college first then transfer? Will I have to take out a loan because over here I had finacial aid. Also what schools should I look at?
20090307152749AAepKwf	Travel;Travel (General);Packing & Preparation	Which of these travel suitcases if big enough for a 3 day trip?	25+10 litres of space:    http://direct.tesco.com/q/R.203-7090.asp...       45+10:    http://direct.tesco.com/q/R.203-7875.asp...       65+15:    http://direct.tesco.com/q/R.203-0685.asp...       Thank you.
20090307152604AAUBdIi	Travel;Travel (General);Other - Destinations	This question might sound weird but...?	Is there a relationship between Puerto Rico and Italy
20090307143533AAk81Wt	Travel;United Kingdom;Other - United Kingdom	On Greanacres Caravan Park what are like the roads called e.g Sands Lane?	e.g      Sands Lane      Pear Drive      King George      Iris Way
20090307142058AA9ohi6	Travel;Europe (Continental);Other - Europe	"hei, hvem er du?   hmmm du m? gj?re litt bedere sia di , men der bra dah" <--- what does this mean in English?	i would like to know what this means in English   i  dont know the language       thanks for any help
20090307141124AAjybZ2	Travel;United States;San Jose	Have you ever been to the Hp Palivion in San Jose?	I have for a concert
20090307141225AAdMziN	Travel;United States;Other - United States	Have you ever been to Santa Cruz?	I have beach board walk its so much fun
20090307135331AAjiLIj	Travel;United States;Other - United States	Is it safe to visit New Orleans?	I have never been, and always really wanted to go. After Katrina happened it seemed like i would never have the chance. Has most of it been restored? Is it really scary there?
20090307135658AAWB8ty	Travel;United States;Philadelphia	Are the No Doubt/Paramore tickets for Susquehanna in Camden SOLD OUT?	N/A
20090307145622AArWXBN	Travel;United Kingdom;Aberdeen	Are N Dubz going to come to Aberdeen anytime soon ?	N/A
20090307143001AAv9am0	Travel;Brazil;Other - Brazil	Are brazilian girls more shy or outgoing?	like towards guys
20090307150937AAOW1ic	Travel;Germany;Frankfurt	Going to Thuringia but wanna visit Frankfurt first. Any suggestions?	N/A
20090307151027AAoQJ1S	Travel;Europe (Continental);Turkey	Which  is better asian side or european side (istanbul)?	N/A
20090307144301AABoZjh	Travel;United States;Denver	What are the fanciest, most luxurious hotels to stay at in downtown denver, colorado?	N/A
20090307142604AA32N7o	Travel;United States;Denver	Things to do In Denver Metro Area for 16-year-old's?	I know people are thinking "Elitch's" and"Water World," but it's freaking March, and those are closed. I'm looking for something that's fun for 2-4 16-year-old girls and inexpensive in Arvada, Westminister, Broomfield or Boulder. It should take up about an hour or two.       We've tried shopping, movies, skiing and ice skating, and now we need something else to do. Please, this is serious. We have to come up with things for a group we're in for school, encouraging us to stay away from things like drugs and sex. The leaders have to see proof that we went, so somewhere we can take pictures would be good, or like the movies or skiing where you get a ticket thingy.
20090307140527AAmPPnX	Travel;United States;New York City	16 year old to new york for spring break?	So I want an opinion from a new yorker or someone who has been in new york and has experience?   So my parents have somewhat agreed to let me to to the city for 3 days 2 nights (march 31 to april 2)   I found a hotel that would let me stay with their [remission and it's in the theater district very near times square. I know that new york is one of the safest cities in the country so that is why i'm going. Also I want to visit Columbia for I plan to apply there come senior year. I am very responsible and have been by myself for a whole day in a metropolis before. I just need to know if I would be alright in the city for 3 days by myself with a curfew at 11.   I would only go to touristy places like wall street times square... empire dtate building...       opinions?
20090307140844AAKIBe6	Travel;United States;Other - United States	Best State Park In Florida To Camp At?	N/A
20090307142901AAgp4Qi	Travel;Europe (Continental);Other - Europe	What are good cities to visit in Frakfurt surroundings and why it`s good?	I`m looking for cities to spend a weekend but it`s go to be in Frankfurt surroundings due to my flight schedule.
20090307143851AAItAc0	Travel;Travel (General);Packing & Preparation	I need help from anyone who is very good at making Packing Lists for trips on a plane...?	Hey! I need to know what I should pack for my trip to Edinburgh, Scotland next week! Its 2.7 degrees Celsius there so its fricking cold! I need help from anyone who is good at making packing lists for flights. That means anyone who is good at making lists. I know my carry on is packed and the bag I have is Northwestern Airlines checked baggage size. It's perfect, which is 62 linear inches in size and mine has to weigh no more than 50 pounds. Anyone is welcome. Please help design a list for me. I will pick a best answer. Thanks! There for a week!
20090307152855AAjutKl	Travel;Canada;Other - Canada	Where in Canada can you buy Zyrtec?r=1236468421?	N/A
20090307135454AABNKyP	Travel;United States;Other - United States	Is rosewood, pennsylvanis  a real place?	ok so, if u have read the book pretty little liars-- flawless,perfect,unbelievable...wicked.s... on... then u know that it takes place in rosewood, pennsylvania. Is that a real place, rosewood?
20090307140035AAuOlCr	Travel;United States;Other - United States	Can people perform at santa cruz beach boardwalk?	yeah cuz this is my first time going there and i just wanna know
20090307140200AAdVD7Y	Travel;Africa & Middle East;Madagascar	Madagascar animal question? (red ruffed lemur)?	i have his madagascar project due in 5 days and i need to know how a red ruffed menur eats its food, i know its kinda stupid but my teacher is like i want alot of detials so if anyone knows how that would be great
20090307140311AAFTPqy	Travel;United Kingdom;Other - United Kingdom	Do i have to get tickets to go to 17 again uk premiere? if so how and where from? or can i jus turn up there?	N/A
20090307140346AAGSbKV	Travel;Latin America;Costa Rica	If I'm a US citizen traveling to Nicaragua from Costa Rica do I have to pay the Costa Rica departure tax twice?	I'm returning to Costa Rica after Nicaragua and then leaving...will I have to pay the departure tax twice? Also, will I have to pay a departure tax for Nicaragua?
20090307141209AAAN0mP	Travel;Cruise Travel	Ncl western crib cruise?	where is the best place to get souvenirs at Roatan; Belize City; Cozumel; Great Stirrup.have not picked a Shore Excursions yet
20090307142628AAlBqbT	Travel;United States;Other - United States	If I move form Arizona to Reno can I still use my EBT card?	N/A
20090307141636AAPxS7p	Travel;Other - Destinations	Ideal holiday resort?	Does anyone know of a holiday resort abroad that is good for young children and not too expensive? Thanks :)
20090307143556AAee5TB	Travel;United States;Phoenix	Has anyone ever been to the Phoenician?	in Arizona
20090307144417AA5lNqZ	Travel;Africa & Middle East;Egypt	Where can i find break-dance school in egypt?	hey ppl, i need your help i like break dancing so i need a school where i can take courses but i`m not sure if there is that kind of schools here in Egypt.   so please if anyone know such a school, tell me thanks :)
20090307144921AAR63Vy	Travel;Italy;Other - Italy	I'm mixed and light skinned, will i experience RACISM, IN ITALY (ROME, MILAN, AND VENICE)?	hi, im a spanish, black, french, and italian mixed young man. im about to go to college in rome, italy. However, i have heard recent reports in italy about RAMPANT, DEADLY racism. I dont look FULLY-FLEDGED ITALIAN, but i am a light-yellow skinned male with short, shiny curly hair, and bright brown eyes. the reason im stating how i look is because racism usually starts from someone just glancing at you, and i dont look lke a FULL FLEDGED ITALIAN, and that may lead to an attack. So tell me, because i REALLY want to study in ROME.
20090307144953AAdZDvo	Travel;United States;Other - United States	How do you get around Megavideo's 72 minute time limit?	N/A
20090307145035AAdrlVv	Travel;Air Travel	Is there a way to bring pills on a plane?	I'm not really sure on what I can bring on the plane. I'm going to Germany to visit my boyfriend for a week and I have been taking Phentermine (not from the US, I buy it in Mexico) and I would like to bring it with me. I don't have a prescription and I believe its supposed to be prescribed. Can I bring it with me? Or should I try and sneak it? I know if I don't take it, I will have a horrible couple of days because when I didn't take it for 3 days I felt horrible. How should I bring them?
20090307145202AATRYKG	Travel;United States;Dallas	What Are Some Fun Things To Do In Dallas?	Me and my family are bored, we need something to do. Any suggestions?
20090307145707AAYCx6I	Travel;United States;St. Louis	Might be moving to Bethalto IL, In Madison Co?	Can anyone give me any info about the area? How much is rent, we need atleast a 2 bedroom house, 3 would be better. How are the schools?. I have 3 small children, 5-8-10 So a good school is very important.      Thank you.      Also any websites about the area or links that might help me get to know the area and find a rent house would be great!
20090307150554AAD7sXT	Travel;United States;San Antonio	Is San Antonio, TX a humid city?	N/A
20090307150141AApHCM3	Travel;United States;San Antonio	Are there palm trees in san antonio, tx?	N/A
20090307150730AAgQ7qV	Travel;France;Other - France	Last names in France?	Are either of these last names common in France: Thomas, George      What are some other common ones?
20090307150733AAvZZFR	Travel;Europe (Continental);Netherlands	Are clothes expensive in Amsterdam?	I'm going to Amsterdam for six days. I need to buy new clothes, so I want to ask you guys if it is expensive to buy clothes there. For example, I need 2 pairs of jeans, (Vero Moda), one of them which costs 50, and one 40 euros here in Finland. Will the prices be the same or higher? How about clothes generally?
20090307151528AAFzgBl	Travel;Latin America;Panama	Is Panama City, Panama a good place to go for partying?	I am thinking of going to Panama and staying at the Playa Blanca. Does anyone know if there are a lot of young people at this resort or even if it is safe and accessible to go off the resort to party?
20090307151730AArjkmy	Travel;Caribbean;Other - Caribbean	Thinking of vacationing in St.Lucia, is there partying to be had?	I am thinking of staying at the Rex resort in St. Lucia. I was just wondering if a lot of young people go there and if there are places near the resort that are accessible and safe to party at?      Thanks!
20090307152121AAxf8KE	Travel;Australia;Other - Australia	For a Australia 462 visa, do they always check your bank statement, and when do they?	I was looking into doing a working holiday as an au pair in Australia. I read that I need $5000 AUD in my account, because they "may" check. Do they? Is it only if you don't have a job lined up? If I were to go, I would only do so if I have a job/host family set up prior to leaving, and I would stay with them the entire trip. I would also have a round trip ticket.  I don't have that amount in my account, but my father would be supporting me from overseas and depositing money as I need it. I just won't have a lump sum. I will be earning a very decent living though, and won't be paying for my lodging.      Do I have anything to be concerned over? I have also read they tend not to bother when you come from a "wealthy" country. Is this true?
20090307152251AApTM4k	Travel;United States;New York City	Are there any parts of brooklyn that have parking?	Meaning I don't have to drive around forever and a day to find it.  Or, really, do apartments in some areas of Brooklyn come with free parking?  I'm looking to move to Brooklyn and want to know how much hassle to expect out of bringing my car with me.
20090307160104AA0H9rY	Travel;United States;Los Angeles	Is James A. Garfield High school in Los Angeles a Good School?	N/A
20090307155806AA10Ars	Travel;United States;Other - United States	People of Wisconsin ANSWER THIS?!?	Whose performing at summerfest this year 2009?????
20090307153836AAnhDtZ	Travel;Asia Pacific;Japan	What does あまんじゃく mean?	What does this word mean when directed towards playful behaviour? (I think I spelled it right..?)　What does it mean in other scenarios?
20090307154404AAk3xOp	Travel;United States;Other - United States	Looking for a beach expert from the St. Pete/Tampa area.?	Hi everyone, my wife and I will be traveling to tampa this summer for vacation.  We would like some info on beaches near st. pete and tampa or within an hour drive or so.  We want a beach that has little to no kids on it preferably.  Are there any beaches somewhat secluded?  A place that turns their heads to the topless sunbather if done discreetly?  I understand that is not quite legal in the Tampa area, but I didn't know how it all worked.  My wife and I are just looking for a romantic outing and want to have some fun.  Hopefully someone can give us some good info.  Thanks in advance!
20090307154654AAwvX0j	Travel;Africa & Middle East;United Arab Emirates	How to do stopover in dubai?	Travelling to Lagos from London, but will like a 3-4 days stopover in Dubai.How can i go about this, and which airline should i take?
20090307154734AAgxpXE	Travel;Asia Pacific;China	Where can i find Tory Burch  products in Hong Kong?	N/A
20090307155935AAnyvcn	Travel;Air Travel	Where can you find the cheapest airfare ticket?	Where can you find the cheapest airfare ticket guaranteed to be the cheapest?
