20081128133108AA52xi8	Travel;Mexico;Guadalajara	?donde puedo tomar clases de baile en guadalajara?	salsa, merengue, etc
20090220191145AAaIQBK	Travel;Asia Pacific;Korea	How long does it take to fly from stockholm to korea?	my friend is coming from stockholm and he said he was arriving on sunday at 3pm or something. then when does he leave? and how long is his flight? :)
20090220184628AAj2BsJ	Travel;United States;Other - United States	Life in Oklahoma City?	Whats life like in oklahoma city? Is there lots of crime? Are the people nice? Can someone please tell me more about life in Oklahoma City.
20090220182445AAHBoaD	Travel;Asia Pacific;Philippines	Where can I find children's classics translated into Tagalog?	We are adopting two children from the Philippines and I want to find some children's novels for them to read in their own language. But without knowing tagalog myself, it's really hard to search for this online.
20090220174027AAhFv5o	Travel;Canada;Niagara Falls	Where is a cool place in Canada besides Niagara Falls and Toronto and Quebec?	Would help a lot...
20090220175022AAFfZ2j	Travel;Travel (General);Other - Destinations	Where should I go on vacation in December?	We need ideas for a vacation in early December. Somewhere in the contiguous United States (or Canada). Any ideas? Please give reasons why, not just one word answers like "Florida". What are some good things to do there?
20090220184148AAHER5K	Travel;Cruise Travel	What is your favorite part about the Carnival Conquest?	Im going on it next month and im curious...      What was the best part of your trip??
20090220181239AAySnJk	Travel;United Kingdom;London	Do you know any public schools in Fulham?	I am writing a story, and I need a public school. If you can't list one in Fulham, any other part of London is fine. Thanks in advance!
20090220181229AAJyufE	Travel;United States;New York City	What to do in New York City?	I'm 18 and am going to NYC whats good to?, and am i going to get into bars etc?
20090220171030AA7XT9d	Travel;Australia;Brisbane	Your hot then your cold?	People of brisbane please tell me, are you hot and then are you cold? are you yes? then your no? Please help? What do you thinK?
20090220170816AAI1ta2	Travel;New Zealand;Auckland	What do Auckland children do?	how do they get to school? i heard that people cant use cars in auckland so they have to walk all the time. pooor kids. i dont mean to sound like a stupid american but i heard that SOME kids actually ride horses to school in auckland. is this true? help me out. i might be moving there soon. info?
20090220173212AAxLojP	Travel;United States;Atlanta	Do you like the name Savannah?	well im not sure if i like it, but its my name. be honest, i can take the heat!
20090220184822AAIWwrI	Travel;Africa & Middle East;South Africa	Could someone summarize Gandhi's Arrival in South Africa and what did he do there.?	N/A
20090220172326AAzTC8n	Travel;United States;Chicago	Can anyone name me two old skyscrapers surrounded by modern bldgs in downtown chicago?	I'm working on a fiction story, and for the purpose of symbolism, I need to find two old/historic skyscrapers (or at least relatively tall bldgs) in the midst of sleek, modern buildings. Can anyone think of such a setting? It doesn't necessarily have to be Chicago; any metropolitan area would suffice. I just figured Chicago had a good chance of providing that setup.      Thanks. : )
20090220170431AAoXzft	Travel;United States;San Jose	What county is san jose in?	i need to know on craigslist.
20090220173545AA6IQ6M	Travel;Mexico;Other - Mexico	Have you ever been to Mexico?	I have been to Mexico, Mexico is a very nice place to travel to nice beaches and everything to discover!!!
20090220173307AAkDt2T	Travel;Germany;Other - Germany	Which Casino is better Baden-Baden or Bad Homburg?	N/A
20090220173742AA8a3we	Travel;Germany;Other - Germany	Do they have a jungle in Germany?	N/A
20090220173457AAG1iLn	Travel;Germany;Other - Germany	Cheapest and most flexible way to go from Frankfurt to Bristol (UK)?	N/A
20090220172917AA7zABs	Travel;Germany;Other - Germany	Need help to understand German?	Okay a German military rank is  "Gefreite" . So you guys say der Gefreite and die Gefreite ( for a female person ) is that right. What about Faehnrich Is it Faehnrichin ? - You got also the expression Schwarzfahrer would be Schwarzfahrerin as a female version correct too ?
20090220191513AAPGuN3	Travel;India;Other - India	I have got written to confirm reservation in hotel before 6 month.when i check-in room was sold-out?	N/A
20090220175546AAe7FRS	Travel;Australia;Melbourne	Where can i buy a cheap caravan in Melbourne?	I am looking for a caravan to put in the backyard as my room, Im not looking to spend more than $2000, less if possible.   I would like it to have a little kitchen and a double bed the rest doesn't bother me.    Please help i need one ASAP!!
20090220171608AAiDLnG	Travel;Asia Pacific;Vietnam;Other - Vietnam	Vietnam, the streets and the food? What do you think of all of it?	So I am proudly Vietnamese and I was just reviewing the history of other askers who have asked about the Vietnamese Culture and Food, but I have yet to learn more about the world's interest in the culture and food.   I have been there two times in the summer, stayed for 2 months each and it was a very memorable summer.    The summer of '08 was the best I've had out of the...two.   At night, the streets were wild and I would always miss the sound of the cars and motorcycle's loud beeps of their horns. I stayed in both Saigon and Da Nang (Da Nang my personal favorite) and I loved it there. The fruits, the coffee shops, the clothing stores, amazing.      Please, share your personal experience with the culture and the food in Vietnam, I would happily appreciate all answers!      Thank you!
20090220164957AAoUr5l	Travel;Asia Pacific;Philippines	Yahoo telephone number in metro manila?	N/A
20090220165301AACOK5x	Travel;Europe (Continental);Other - Europe	Where to stay in Luxembourg?	I am looking for a place to stay next month in Luxembourg city. It just needs to be basic and clean. And as cheap as possible!  Not the youth hostel though (...separate rooms for boys and girls and my partner and i are travelling together)   Thank you!
20090220165727AAaVtuL	Travel;Asia Pacific;Vietnam;Other - Vietnam	Is it safe for my daughter and I to travel to South Vietnam?	My 10 year old daughter and I (31 year old female) are heading to South Vietnam (Ho Chi Minh and Long An) in October with my friend(who happens to be Vietmanese).. I wanted to know if we would be safe and where would be some nice places to visit..
20090220170348AA0gcN0	Travel;Asia Pacific;Philippines	I live in canada going to see my gf the end of april in the philippines?	i wanted to know if i could buy a dog there and bring it back to canada with me?if so what do u need?
20090220170426AAS6b3T	Travel;United Kingdom;Birmingham	Where's a cheap, long stay car park in Birmingham city center please?	I'm visiting the sea life center tomorrow :) can anyone suggest a good, cheap place to park for most of the day (4 hours +)?      Thanks!
20090220170717AAC4zf6	Travel;Asia Pacific;China	Why do americans look so angry when they walk around the streets and malls here in China?	N/A
20090220190925AAsXlRM	Travel;Australia;Other - Australia	Using my Mobile Phone in New Zealand?	Hi,   Im currently on a plan with Optus and I checked out their rates for calling Australia from NZ and vice versa and the prices are pretty steep! Do I have any other options? preferably an option that i can still use my current mobile, i dont care about the sim card though. Thanks :)
20090220170836AAr51Qc	Travel;United States;San Francisco	What time is it in California?	i am about to make a phone call in California and i need to know the time
20090220171154AA3mEAu	Travel;Asia Pacific;Japan	If you found a good shopping station how would you do?	May be the most people could favorites in the bookmarks or favorites   This is a good habit please go on ,but I want to told you ,you could new building a Microsoft Word to save it or favorites them in you mobile.I found a good shopping station is  http://www.easyforbuy.com  and I favorites it in my moible.
20090220171601AATzMmS	Travel;Africa & Middle East;Israel	The importane of the Golan Heights?	Why is the Golan Heights so important to both Israel and Syria
20090220171613AA5DM3E	Travel;Caribbean;Other - Caribbean	Please recommend a nice vacation site out of Caribbean islands. I only have 4 days for the vacation this time.?	I'm late 30's and I will go with my wife.
20090220171924AAt71nQ	Travel;United States;Orlando	Timeshare promotions to Disney World?	I am trying to find Disney World Timeshare Promotions...the ones that offer you pay a certain amount then attend the timeshare, and you receive Disney Tickets for the amt. pd and touring the timeshare. I am sure these exists, have done many in Myrtle Beach, have any suggestions??
20090220172558AAzOP5U	Travel;Africa & Middle East;South Africa	I want to look for my nephew in Cape Town, South Africa.?	I lost contact with my nephew for almost 7 years now.  I want to look for him.  I want to use people search but it only applies here in the States, how can I search for him through the internet?  Please help, thank you!
20090220180018AAWRCHF	Travel;Canada;Ottawa	What fast food chain are hiring in Nepean Ottawa Ontario!?	I am 15 and really want a job!!! i need to know what places are hiring, like is Harvey, Mcdonals, buck or two, dollarama,ipsoes,wendys anywhere i just need a job!!!      thanks and in ottawa, thats hiring part time!!!
20090220173419AAISS3o	Travel;Other - Destinations	How long would it take on boat to get to America from Italy?	N/A
20090220173705AAzgd6Z	Travel;Travel (General);Other - Destinations	I lost my phone, where are some tipical places that it might be?	i lost my phone...again. are there any places that people usually leave their phones in that are hard to find. For example, in the couch (i already looked there)
20090220173737AAm2efJ	Travel;Cruise Travel	Can you bring hair-dryers and flatirons on the Royal Carribean cruise ship?	Can you bring hair-dryers and flatirons on the Royal Carribean cruise ship?
20090220174227AANHjM7	Travel;Europe (Continental);Other - Europe	Opinions of malaga???????anyone?	anyone been to malaga at all   and if so what did you think of it    for people about 20    nightlife??etc....
20090220174339AAiPsYT	Travel;Canada;Toronto	Is there any night clubs in Toronto Canada that age limit to get In is 18 but to drink 19?	im 18 and just moved from FL to Toronto,Canada and in FL they had some night clubs that Every guys and girl can get in at the age of 18 but only people over 21 with a wristband can drink . any in Toronto or Ontario or around?
20090220174433AALFycn	Travel;United States;San Francisco	Is there any sites to see in between San fransisco and Los Angeles?	I was thinking about getting a special flight to Los Angeles but I really want to see alcatraz and just want to know with a long trip as this is would I be able to stop and see any sights on the way?
20090220174728AAZiT7m	Travel;Travel (General);Packing & Preparation	BUXTON SHOULDER BAG HELP!?	if anyone has or has owned the buxton shoulder bag, does it really hold all your things?i am thinkin about getting one, but i don't know if it will hold all my things.
20090220174817AAkj5ql	Travel;United States;Las Vegas	Stores near or in village center circle. summerlin, Las Vegas?	im looking for places to apply to walking distance from summerlin hospital. i dont live there yet and was wondering if anyone knows what type of stores are near or around village center circle. ive allready found bath and body   longs   hollywood video   starbucks       on gooogle map.  THANKS IN ADVANCE!
20090220174824AAUBqLx	Travel;Cruise Travel	Does the Norwegian Pearl cruise ship have a waterslide?	QUICK ANSWERS!!! I'M GOIN TOMORROW SO HURRY!!!
20090220174857AAW0Avr	Travel;United States;Honolulu	Hawaii in just over a week- where to go?	I'm plannin' a hol in april/may to the west coast & thinkn' might stop over in hawaii for a week or so.      Thinkn' maybe to do 2 islands.    Any recommendations?    Oahu & Maui?        Kinda on a bit of a budget but want to see a bit of everything when over there.      Any suggestions would be greatly appreciated, the more research i do he longer i wanna spend over there!! & Only have max 8 or so days.
20090220174944AAlTf4p	Travel;United States;New Orleans	Best hotel to stay at in New Orleans?	My husband & I will be visiting in New Orleans in March. I am trying to find the best hotel near the French Quarter. I have looked at quite a few on hotels.com & need an insider's opinion. The W? Le Pavillion? Hotel Monteleone? Windsor Court? I am open to any suggestions. Thanks! :)
20090220175103AAZkuZ2	Travel;Air Travel	Can you take batteries onto a plane?	N/A
20090220175357AA4xesY	Travel;Air Travel	Is there a limit to the number of gadgets you may take onto a plane?	I was hoping to take on board an iPod, small laptop, a phone and a Nintendo DS along with me as I'll be catching 3 planes. Do you think this will be a problem?
20090220175128AAzeIWx	Travel;Travel (General);Other - Destinations	Does it cosy anything to leave the usa?	Okay maybe it sounds stupid but i have to ask...I am a citizen here born and raised...and i want to go to amman, jordan. I already have my passport but there are a few things i need to know..can i get a visa when i get at their airport or do i need one before i go. And if so how much does it cost....i have gotten everything else except the visa
20090220175213AAArsUC	Travel;Travel (General);Other - Destinations	Best Country(ies) in the world?	I am going to do a poll to see which place(s) are the best in the world, the one with the most says/votes wins, also please provide your reasons why and stuff like that. hope you all have fun :-), thanks for answering even though there is no correct answer for this one. love you all, happy Y! Aing. xo.
20090220175359AAxRtJH	Travel;United States;Other - United States	Where is the best place to spend couple of days in florida?	close to the beach and cheap
20090220175956AAt1Ev7	Travel;United States;Orlando	I want to spend couple of days in florida in may,do u know any cheap place?	close to the beach
20090220175418AA6GSvJ	Travel;Australia;Sydney	What is a food chain from the great barrier reef?	pleasseee helppppp. i have an assessment on it and i cant find anyy. i will give heaps of pointsss
20090220175448AAq4WS6	Travel;Canada;Other - Canada	Ottawa or montreal?? which place is better ?	I'm thinking of doing the Official Languages program and i've got a choice of going to either Ottawa (La Cité collégiale) or Montreal (Université de Montréal) ... where would you suggest I go, either because of place or the school
20090220175838AAOd4pg	Travel;Asia Pacific;Japan	Is there a program that sends college students to japan for free, or low cost like an exchange program?	my friends and i want to travel to japan and were all in community college. we have herd of JET,4-h and also the 2 weeks free in japan form yesjapan.com... dont know to much about that one though. Only if you know something please post dont give me answers with no backings.
20090220180123AAjbHBs	Travel;Caribbean;Puerto Rico	Are there any naturist beaches in Puerto Rico?	Are there any naturist beaches in Puerto Rico? And where can I find one?
20090220180514AAFBZGy	Travel;Asia Pacific;Thailand	3 month get away to Thailand?	I'm looking to go to Thailand for a long get away (3 months). Had an awful 2 years and desperately need space and time to find myself and regroup. So what I am looking for is to just live on a beach. Want basics like bed, running water but after that I don't care. Anyone have any suggestions on where to go and where to stay for this? Thanks!
20090220180841AAJE0dO	Travel;Europe (Continental);Greece	Where to go in greece family?	where in greece is a good place for a family to go in july.   the family consists of two adults two teenagers and two younger kids (10, 5) price is not so much of an object.   something family friendly and cultural.      any suggestions help
20090220181827AAf95VR	Travel;Travel (General);Other - Destinations	Where to go on holidays for a dad and two sons?	where is a good overseas destination for a dad to take his two sons on holidays    home is in australia. somewhere to do boy things.   any suggestions will help.   sons are 10 and 5
20090220181027AAmiPcH	Travel;United States;San Francisco	Where is a place 17 adults can sleep for a weekend in Sonoma County?? Please Help?	So I am a activity event coordinator for my sorority and we have 17 girls with not much money....so i need some ideas of where for us to stay for a weekend. this is going to be a retreat so a decent place would be nice. I am looking for at least under 500 dollars! preferably for 2 nights.      thank you
20090220182058AAC67oc	Travel;Travel (General);Other - Destinations	Where is a great place to live during college?	i want to live in a city where i cant get a bad tan (where its really Hort). i also don't want to live in a place where it gets really cold i really dislike cold places and too hot places. Please help me.                        .................. love, i look better light skinned lol
20090220182117AALMzk9	Travel;Canada;Toronto	How long does it take to get to windsor from toronto?	drive from toronto  to windsor in time, minutes, and hours....
20090220182449AAxsIzg	Travel;Asia Pacific;China	Wedding gowns in Hong Kong?	Hi! I will be visiting HK in a couple of days. I am looking to buy a wedding gown for my wedding. I don't care if it is boot legged or not. Where are the areas that I should go shop for? I heard there is a 3 story mall near Prince Edward Station that sells mostly wedding things. How exactly do I get there?       I will be using the MTR as my transportation.. Please let me know if anyone knows how to get there!
20090220182505AA7qTuL	Travel;United States;Honolulu	If you've been to the hawaiin island of kauai, are there any insider or secret tourist sites that would be?	cool to see? I'm reallly into mmarine biology and snorkeling, so if anyone knows anyone hidden fishponds could you tell me? Also, if you're in the sun of the island for a week in april, how long will your tan last if you have an olive complexion? Thanks!:-)
20090220183252AAzeYYf	Travel;France;Paris	Eiffel tower?????????????	so my two friends that are guys just asked me to participate in their eiffel tower, but they didnt tell me what it meant. are they talking about builiding with legos?
20090220183019AAd0mte	Travel;Asia Pacific;Korea	What's the title of this korean song?	i've downloaded this song "Yiruma - First Kiss". i thought it was a piano piece but when i listened to it, it isn't. only the intro part. but then i love the song and i wanted to download the full song. and it sucks 'cause i can't find it anywhere. maybe because 'first kiss' isn't really the title of the song and also the singer. so anyone knows here?      here's the sonG:    http://www.zshare.net/audio/559496802caa... 
20090220183121AAKgOHl	Travel;United States;Other - United States	Houseboating on Lake Powell or Lake Meade - Which is better?	This summer I'm thinking about taking my family houseboating on one of the two lakes mentioned.  We live in NJ and plan to make a 'drive' there to experience a cross-country road trip as well (may be a lot - I know!).  It's important for us to also visit the Grand Canyon .
20090220183342AA5oz9t	Travel;United States;New York City	What are good 18 and over nightclubs in nyc?	My friend is coming to visit from AZ and we want too have a fun girls' night. We're all 20 but we don't want to risk going to any club and not being let in.
20090220183445AAt5nTB	Travel;Asia Pacific;China	Hi , Would like to ask which is the best places to go in macau? best places, best food, best casino, best girl?	best of everything and the map of whole macau and the weather during june09
20090220183517AA3WVBM	Travel;Canada;Other - Canada	Wasaga Beach Cottage - Tips/Cheap?	Looking for a Cottage Close to Beach #1. Something within walking distance to the Beach and close to the main strip.     (For myself and 2 teenage Nieces).   Would love for some advice on where to eat - that is cheaper.   Fun ideas to keep them occupied.   Any advice on how to cut down on prices during a vacation would be good to - Thanks a Bunch!!
20090220183543AA4zU4n	Travel;United States;New York City	How useful would it be to move to new york and know how to speak japanese? /?	I had an idea that i could get a job somewhere in NYC that dealt with knowing how to speak english and japanese. Like a translator position or something. I really love new york but wanted some advice on this idea. Who would i work for? How much would my income be? Is this even a good idea (and please go into extreme detail)? I would like some positive advice and a positive outlook on this. If not, I can deal with it. It's the story of my life.
20090220183732AAaMIHf	Travel;Travel (General);Packing & Preparation	Does anyone know where you can buy the travel space saver bags?	They are the roll up type with no vacuum cleaner required that we are looking for.  We have heard how fantastic they are but are having major difficulty finding them anywhere.   Thanks
20090220183824AAEb3Ex	Travel;Europe (Continental);Other - Europe	What do you think about living in the seaside?	I have been living in the seaside for about three years,it's lucky to be there,as you can always see the beautiful sea and enjoy the fresh air ,   but sometime it's windy ,the temperature changes quickly and it's not good for old people living near the sea for a long time.   any suggestion?you can tell,thank you !
20090220184309AAfZQno	Travel;United States;Other - United States	In what state is Mt Rushmore?	Where the 4 carved in stone presidents are.
20090220184654AAsFGs6	Travel;United States;Other - United States	Any"hippie" events or weekend long festivals for summer 2009 around ohio?	ive been wanted to go to one for a really long time.   ya know, where everyone camps out together and its like a music festival or something like that. Pretty much anything like that around ohio? any ideas?
20090220184722AAaDvbJ	Travel;Australia;Other - Australia	What Is The $$ Difference From The American Dollar To The New Zealand Dollar?	that question probably dont make sense.      what i want to know is how much does $20 in usa cost in new zealand.      here is an example:   the american $1 = 10 pesos in Mexico.      kinda like that...
20090220184903AA0yfMF	Travel;Travel (General);Packing & Preparation	How do I renew my passport in Canada?	My parents are asking me how to renew my passport   I am 14 years old, and I have to renew my passport to be able to travel to different countries.   I have no idea what this is, but my strict mom has been asking me a lot of times to do it.   She doesn't know how to do it either,but she said something about sending it to somewhere in Toronto..   Can any body provide me a website to clarify this for me?    Thanks so much, this is a really difficult task,,,
20090220185128AA40PAr	Travel;United States;Los Angeles	Anaheim California question?	Whats it like living in Anaheim, California? Is there any real gangs living there? My buddy always talks about how ruff he had it living in Anaheim, i think its a bunch of BS. But is there any place there where it is bad, like compton or richmond? Whats the majority population?
20090220185632AAOpPnF	Travel;Air Travel	Electronics as carry ons?	I'm going to be traveling from the US to Singapore shortly, and I've been asking several (or many) questions to cover all my bases.      So, I just wanted to ask if these following electronics were okay as carry ons. A cell phone (won't use it anyway until on ground) and an IPOD MP3 player.      Are these okay?
20090220190149AA9saGh	Travel;United States;Miami	What is there to do in destin that is free and fun?	N/A
20090220190354AADmL6j	Travel;India;Mumbai	One week accommodation near  Breach Candy Hospital mumbai.?	my brother having a surgery by 2nd of march,   can anybody can help me to find a stay near to hospital?
20090220190440AA08aQw	Travel;Asia Pacific;Japan	Teaching english in japan for 1 year?	Hey, Im just about to get my Bachelors degree in economics, and ive always fantasized of living in japan for a while. So i heard of the JET programme which offer foreigners the chance to teach in japan , Would i be able to teach in japan for a year (maybe,maaaaayybbee 2) and then come back to england and follow my dream of becoming an investment banker =). Would this be a good idea?  I speak a fair bit of japanese , enough to get around(ask for directions,food,basic conversations).
20090220190455AAE8Fsd	Travel;Canada;Other - Canada	Can you cross the border from USA to Canada in a car with an expired Driver's License?	It expired June 2008
20090220190916AAe2iSn	Travel;United States;Orlando	Hi I'm going to Disney World next February and I'm wondering what is the weather like in mid February?	I'm going from Sunday Feb 17th to Saturday Feb 22nd.       Is the weather warm/cold?   Does it rain much during that time?   What type of clothing should i be bringing? (shorts? capris? jeans? a coat?)      Thnx muchly!
20090220190807AA1BNZ0	Travel;United States;Los Angeles	My friends turning 15 and were going to disneyland in california?	I wanted to know what can i do for her at disneyland i want to do something special but i dont know what they offer?   what have you done?   whats some ideas?   I know you can like have mickey or someone call you on your birthday but what else is there?   ive read some stuff on the disneyland website but what would you think is a cool idea?
20090220190831AAxUJ5V	Travel;United States;Phoenix	Is anybody going to HOBY in arizona?	i got chosen from my school to go to the HOBY program this summer.   i was wondering if anyone else was goning? i am going to the one at ASU in Arizona.      Let me know :)   Thanks!
20090220190952AAYUPJm	Travel;United States;Las Vegas	Is the food in Planet Hollywood resort in Las Vegas expensive?	is the food from restuarants+ buffet expensive?
20090220190957AAhuMIw	Travel;Asia Pacific;Philippines	Filipino people: do u know this song?	click on this link and fast forward to 4:06 -  http://www.youtube.com/watch?v=TaFaHJON8...       i heard this song b4 but cant remember where - but its kinda funny in this link coz the girl's voice sounds like a man!       hehe thanks in advance. :D :D :D
20090220191134AAf6kBC	Travel;Africa & Middle East;Lebanon	How strong is the sun in Lebanon in the summertime?	I tend to burn easily but it turns into a tan after-wards, I'd just prefer to skip the burning part this time and I'm wondering what number SPF I should use? And also how humid does it get? Thank you.
20090220191231AAaUGoZ	Travel;Asia Pacific;Japan	How is being a cram school teacher in japan?	my fiance in japan is a chemistry major and he is so smart but he wants his first job to be juku (cram school) teacher, from my perspective, teachers do a lot of work but don't get paid enough, he says japan is different from the US and that cram school teachers make a lot of money, but either way hes only making this his temporary job until he finds a company job just so he doesn't stay jobless after graduation, so does anyone know how does being a juku teacher work in japan? do they still have to keep going to school while teaching like here in the US? and around how much do juku teachers usually make? thank you
20090220191557AAy43Wv	Travel;United States;Boston	Whats the closest train station to Boston MA, Mall?	I wanted to take the T into boston so I can go to the mall but.. how much walking do I have to do to get there? I'd thought to ask first cause it seemed more simple. Thank you! :)
20090220203226AAenYU9	Travel;United States;Other - United States	How is North Florida?	Is it different than South Florida? Less crowded?
20090220194827AA6JKSO	Travel;Asia Pacific;China	4 biggest laguages in china?	Mandarine, cantonese, taiwanese ( not sure why it's there), and the last one not so sure, fill me in?
20090220193738AAowaLD	Travel;Asia Pacific;Singapore	Can WE put "This, below" as a Campaign to Exercise our YOUNG in S'pore to ACT a SHOW of CARE?	I hope the thought to help out in building up a good Youth Image of S'pore (like Thailand Youth to Old) will result in giving more seat chances to the elders & needy in MRT & buses as a FIRST STEP. Will the Young/Youth DO IT ?      At least leave the Priority Seat open for the ELDERS or invite them to seat......is a must DO DUTY for both. Can it be done?.
20090220193214AAIFvOr	Travel;Caribbean;Other - Caribbean	What is the most peaceful carribbean island?	I am not talking about a small island thats 99% tourists [St. Lucia, ect.] is there one that is quiet, sleepy, tranquil and were most people live a village life? Like Dominica.
20090220200911AA8upV1	Travel;France;Paris	Is Paris, France pretty?	so is it pretty there? I live in U.S. i have always wanted to go there... and i have heard that there is alot of couture clothing????? omg its sounds fabulous! fashion, french guys, and a beautiful sight... is it really like that?
20090220200453AAmVN6X	Travel;Ireland;Limerick	Do you like my limerick?	If my poetry's making you shudder,    (like a cow, with a clamp on her udder, )   It is not my intention,    to provoke intervention,   so ill just go and write you another
20090220202222AAOqWiP	Travel;Asia Pacific;Philippines	When is the best time to go to Chinatown, Manila?	I'm planning on going there before June, when is the best time?      And what are the things I could do there?      Does it really give you the taste of going to China?
20090220202003AAGUdeW	Travel;New Zealand;Auckland	Is Auckland the most multicultural place on earth?	I heard that it is the polynesian capital of the world.      South Africans inundate the North Shore as well as English people. A HUGE Asian population throughout all of Auckland.       Lots of Maoris and Islanders in the southern suburbs. Not to mention European New Zealanders!      Also LOTS of Indians, Australians and even a large Middle-Eastern community.      Tell me Aucklanders, do you think it's good having that many races? I think it would be awesome!      Tell me what you think.Are your neigbours foreign?      Thanks in advance :)
20090220201644AAHktrn	Travel;Travel (General);Packing & Preparation	Do you need a passport to...?	go to tijuana?
20090220203907AAt5yAq	Travel;Europe (Continental);Other - Europe	Has anyone been on an EF Tour to Europe?	i'm thinking about going on one- how are they?      please be as detailed as possible!      thanks!
20090220195731AACUfM3	Travel;Canada;Other - Canada	Summer vacation in Canada?	What month do schools in Canada let for summer break?
20090220202419AArWivc	Travel;United States;New York City	What time is 11:00 am PST in new york?	or is it for ny??
20090220194752AAGROWH	Travel;Europe (Continental);Other - Europe	Looking for Brit or Euro tunes to work out to-?	I'm collecting music videos / songs to work out to and I need some cool videos, maybe some that didn't pop up here in North America?      Nothing too bubblegum but not too techno either, if that makes any sense?      Something along the vein of this Kylie Minogue mix track -     http://www.youtube.com/watch?v=5rOEPb8aH...       or like Lady Gaga, that type of thing. European/British tracks preferred :)      Anybody with cool suggestions feel free to post one or two. 10 points for best track.
20090220194616AALvRop	Travel;Other - Destinations	WHAT COUNTRIES WOULD YOU LIKE TO VISIT?	& WHY??      i want to go on vacation to another country...so thats why i need some choices   =)
20090220193025AAYmF89	Travel;United States;Los Angeles	Who lives in Victorville, CA?	N/A
20090220194435AAXRB7W	Travel;Asia Pacific;Japan	Are there places in Japan where you can have pics printed from a memory card?	Or something to that effect. I don't have access to a printer, but have photos I would like to have printed.    And if so, what kind of places might I be able to do this?
20090220195224AAVunIk	Travel;United States;Denver	Getting into CU Boulder?	aite so i have a 3.0 I do swimming, i've had a job for the last 2 years, i interned over the summer, and have taken a couple of AP classes (Chemistry, French, Stats) i already know that i want to go into chemical engineering i'm from out of state and i go to the number 73 ranked school in the nation and i just wanted to know if i would be able to get in. any response is appreciated
20090220192403AAhM34R	Travel;France;Paris	How much does the train from Paris to London *really* cost?	My friends and I are taking a tour of Europe in June, but instead of doing the round trip back to London, we're hanging back in Paris.  We'll have to make our own way back to London from there, so we want to know the cost of the train ticket + ferry. EuroRail lists the price as  whopping ￡180. Taking a plane costs a third of that!  Am I looking in the right place, or is there a cheaper way to travel?  The tour agency knocked off only US$25 from our tour fare, on account of our truncating our tour.  They told us the rail ticket costs on $75.  Who's telling the truth?
20090220193412AAPa3kA	Travel;United States;Honolulu	What would be an exotic vacation to you ?	N/A
20090220202809AAlD1UQ	Travel;Asia Pacific;Korea	Does booster gold love hellcat?	can dc's booster gold go out with marvel's hellcat.
20090220203401AA5kBwZ	Travel;United States;New York City	How long is 5 bussiness days  because i order a rifle on feb. 20th at 2031 hours how long will it take?	N/A
20090220195113AA8oVfI	Travel;Mexico;Cancun	Cancun this spring break!!?	I am going to Cancun this spring break and my girlfriend is not going with me.  What can i do to make it easier for her?
20090220194508AAZIHtu	Travel;Caribbean;Puerto Rico	Puerto rico nationalism?	do you think taht puerto rico take too serious about their nationalism like they sell flag and they hang their flag in window , door and even car
20090220191716AACfMVw	Travel;United States;Orlando	Me and my husband are going to WDW the end of April and we are wondering about nearby grocery stores?	We are wondering if there are any nearby grocery stores so we don't pay a fortune on food and what are the best ways to get there? Are any near where Disney Magical Express travels?
20090220191716AA93jzK	Travel;United States;Chicago	Going to Chicago what to do?	my boyfriend and I are going to Chicago in the summer for a week. We are both under 21 but over 18. I would like to know some interesting things to do while we are there. Things that locals do, but still fun. Not all the museums and things like that. Yes i am interested in them but I can read about that on some website that is selling Chicago. :)
20090220191718AA9NNIl	Travel;Air Travel	Hey about this article of a woman's problem?	here is this article of a woman's problem       http://www.usatoday.com/travel/columnist...     read this and why wouldnt they refund her money? How is Hotwire with changing the date of your travel?
20090220191721AAYmVsn	Travel;United States;San Jose	Where's a good place to go on a night hike near Santa Clara, CA?	N/A
20090220191904AAQGDN4	Travel;Asia Pacific;Philippines	Where can i sell my second hand prada bag in the philippines?	N/A
20090220191912AADvcVC	Travel;Travel (General);Other - Destinations	Where can i find discounted or  free lift tickets for Hunter  Mountain?	N/A
20090220192110AAk7niA	Travel;Africa & Middle East;United Arab Emirates	What will happen if you over stay your visa in dubai?	will the security detain you and make you pay to be released?
20090220192217AA5VSuX	Travel;United States;Honolulu	What would you were on a  plane to Hawaii?	I am very athletic so I have a bunch of athletic clothes, or do I wear nice clothes?   IDK I have never been on a plane for 9 hours, so I don't know how cumfy I should dress. Thanks!-Don't worry I have been on a plane before, just not that long
20090220192227AADH3zC	Travel;United States;San Francisco	What time does the metro muni usually close at night?	N/A
20090220192528AAOPnUQ	Travel;United States;Other - United States	We are going to MA this summer(July) and would like some suggestions of places to visit.?	We will probably fly into either Boston or Portland and definitely want to do the whole Cape Cod thing. Have seen Bar harbor and Accadia but that looks a little out of the way. Just starting to research so any suggestions would be great.
20090220192558AAyBbmI	Travel;Air Travel	I booked a flight with us airways and they don't accept guinea pigs to travel...what are my other options?	I'm traveling by plane and US AIRWAYS doesn't accept guinea pigs, only dogs and cats. What are my other options? are there other Airlines that would ship my animal? Is there a company that will do this?       Note: I'm flying one way, so please don't suggest for me to leave it from someone to "take care" of it. Thanks in advance!
20090220192610AAcnfOd	Travel;United States;Other - United States	What bus can i take across the state?	i need to take a bus from detroit to houston but i dont kno which one i should take which one is best? and how much would it cost? and also how long would it be?
