20090226095650AA2F77W	Consumer Electronics;Games & Gear;Nintendo Wii	I need wii help!! Please help!!?	How can i transfer wii game data from one sd card to another and give me a precise guide
20090225114649AAaVvb0	Consumer Electronics;Cell Phones & Plans	Witch one Voyager or Nv2 please help me :)?	hi i am looking for a new phone and i don't know what one will do good, i go to the beach every summer and i like going on bike rides and i live on a dirt road down there so i need help deciding so please help k thanks! :)
20090226154310AAXQjMW	Consumer Electronics;Games & Gear;PC	Is Halo 3 available for pc's like the first two Halo games?	N/A
20090226144507AAu0fMJ	Consumer Electronics;Cell Phones & Plans	Why isnt the quickfire available at att.com anymore?	I wanted to buy the quickfire but it is not on the website anymore when it was just there the other day? does anyone know y??
20090226153524AAXUA70	Consumer Electronics;Other - Electronics	My friend has a Garmin GPS unit provided by his work.  Can they track his movement in real-time when its on?	I say NO, but he's convinced otherwise.
20090226153040AAUPBZG	Consumer Electronics;Games & Gear;PlayStation	Is killzone 2 going to be sold out on friday??	i don't want to preorder it so i'm planning to buy it on friday .. is it going to be sold out?? cuz i think its a beautiful game and many people want to get it at 1st day ...
20090226142930AA4ztba	Consumer Electronics;Cell Phones & Plans	What is a Good hing to say for my voicemail on my Cellphone?	I dont want it to sound to boring or to ordinary i want something new and i need other peoples mind!!
20090226144056AAVXDLL	Consumer Electronics;TiVO & DVRs	Why can't i burn dvd's anymore?	i've been using convertx to dvd and it worked for a day, but now i can't burn dvd's anymore, there's an errror when it goes to write the dvd. i can convert the movie fine and i've already burned like 4 movies, but now, for some reason, it won't work anymore. it will convert it, then it ejects the blank dvd and says there was an error and i really wanna fix this. can anyone help??
20090226145535AAS9bYV	Consumer Electronics;Cell Phones & Plans	Can you get tmobile flexpay contract with bad credit or do they make you go on the monthly?	N/A
20090226151632AAEQMgR	Consumer Electronics;Music & Music Players	Ipod touch, itunes help!?	i recently got my computer cleaned and the motherboard and everything, and they whipped out all my music (itunes & quicktime) and i have tried uninstalling it but there isn't "validated files" proving they exist, and i try to click them to open up and an error message pops up & it doesn't have the necessary components installed and i've tried installing quicktime & uninstalling it and that doesn't work either...       can anybody help me out :[?       please:]?      thankyouuuuuuuuuuu      i REALLLYYYY appreciate it !   (:
20090226151714AATCqnF	Consumer Electronics;Music & Music Players	Spray Paint My iPod Touch Back Black?	I did the whole brushed metal thing on my ipod touch and now i regret it. Does anyone know what kind of spray paint i should use to paint the metal back. Has anyone done this themselves or know any websites that might give me some tips. Thanks.
20090226152607AA9X0ib	Consumer Electronics;Cell Phones & Plans	Teenagers: About how many texts do you send/receive a day?	N/A
20090226154203AA0yRt2	Consumer Electronics;Other - Electronics	Who plays Block Dude on their TI-84 graphing calculator?	How do you get past level 9!? I can't figure it out!   (for the record, i don't play the calculator games during school).   =)
20090226153509AAsnxef	Consumer Electronics;Games & Gear;Xbox	Fifa 09 achievment problem (Director in the making) xbox 360?	Im trying to get the direector in the making achievement and thers been a problem. when i score i go start==>instant replay and rewind it at the begining. i try press Y to upload the video and get the achievement but it wont let me. What am i doing wrong. plz help
20090226153520AACwsJR	Consumer Electronics;Games & Gear;Xbox	Will I ever have an Xbox 360  hardware malfunction because  i bought it a month ago?	I bought it a month ago and I want to buy more games but I heard it got recalled so I want to know if it is worth buying new games.
20090226153552AATh9VW	Consumer Electronics;Cell Phones & Plans	Do you know any websites that have free ringback tones..?	i need some that you have tried yourself. and it did not come up on your bill with it charging you..can you please get me FREE RINGBACK TONES
20090225113919AAxsN3R	Consumer Electronics;Other - Electronics	Can more then one fax machine be hooked up using the same fax number?	N/A
20090225114052AA1lP56	Consumer Electronics;Cell Phones & Plans	Why isn't my phone sending texts?	I have a Sony Ericsson from at&t and whenever I try to send a text it just goes to the outbox, which is for messages that are currently being sent.   How can I fix this?
20090225114522AAENYnA	Consumer Electronics;Games & Gear;PC	What sims 2 stuff pack should I install?	What would you recommend out of these most if you had 1 to choose from?      Glamour life   family fun stuff   teen stuff   h&m fashion
20090225115023AAlvhK3	Consumer Electronics;TVs	My television screen has gone green and purple!  What is degousing that has been recommended?	N/A
20090225115117AA7XEAN	Consumer Electronics;Cell Phones & Plans	I want to buy nokia 5800.If any one using it plz tell me is it reliable or there is some prolem?	plz tell me advanced features and demerites
20090225115137AAEaY0w	Consumer Electronics;Games & Gear;Nintendo Wii	What is the difference between wii sports vs wii play?	What is the difference between wii sports vs wii play?
20090225115602AAoxiqb	Consumer Electronics;Cell Phones & Plans	For everyone who texts?	is it weird to text someone whose number you got through a friend, but the catch is this person doesn't have your number in their phone. Weird, or not a big deal?
20090225115533AADwZE0	Consumer Electronics;PDAs & Handhelds	How do I put a movie into my phone?	I want to put "The Dark Knight" movie into my phone, but I can't. Does anyone know how to without spending money AND downloading and installing something. It would be good if I can put the movies into parts as well.
20090225115843AAkwdXD	Consumer Electronics;Land Phones	Why are there letters on phone keypad?	What was the original reason for including letters under the numbers?  For instance, 2 = ABC and 3 = DEF, but why did they start that?
20090226153935AAC6nUR	Consumer Electronics;Cell Phones & Plans	Pix place Cost?.........?	I only have unlimited to verizon. can i send my pix to pix place without a charge? is it included since im sending it to the verizon website?
20090226153935AAPgaHm	Consumer Electronics;Games & Gear;Nintendo Wii	On FarCry Vengeance For The Wii, How Do I Defuse The Bomb On The Tanker?	Alright, I'm On The Tanker And The Bomb In Behind A Door, THE DOOR WON'T OPEN!?!?! What Do I Do?!?!?!
20090226153958AAStuaz	Consumer Electronics;Games & Gear;PC	WoW account upgrade cost?	I currently have a frozen wow account that I would like to start playing again. I dont have either of the expansions on this account and was wondering what the costs are to just do the upgrade online.      For burning crusade?   For wrath of the lich king?      Thanks
20090226154025AAFMnYd	Consumer Electronics;PDAs & Handhelds	Got a new Blackberry 8703 - and now have no spell check option. help?	My Berry 8703 stopped working and I ended up getting a replacement.  With my old unit when sending an email or even text if i pressed in the wheel one of the options was spell check.  Id hit that option and it would go thru the entire text asking me to ignore, replace etc... after i got the new unit it is not an option any longer in the menu?  any suggestions on how to get it back.  also all my language settings are already set to english - someone said that could be a problem.  help.... thanks..
20090226154102AAMPAro	Consumer Electronics;PDAs & Handhelds	Hotmail filters on iPhone?	Hi, I have a paid hotmail account and I have used the filter function so that my emails are automatically sorted into folders.   However, my iPhone mail application only shows the inbox. My other folders are not visible so I miss out on those emails when I am on the go. I don't understand it because my Outlook automatically sorts them into the folders too.   I can't afford to miss out on these e-mails and I literally get hundreds of important e-mails a day so I need them to be sorted out! How do I get the other folders to show up on my iPhone?
20090226154321AA8Z2cL	Consumer Electronics;Music & Music Players	How to Preserve a Pair of  Earphones For a Long Time?	Hi, I'm wondering how to store or carry around a pair of in-ear style earphones when you're not using them. I usually loosely wrap them around my mp3 player but it seems, after a while the wires get worn out internally, because the sound dies. I would like to know the best way to keep it working for a long time, and not bend or wear out the wires internally.      Additionally, the ones I like are not retractable.      Thanks a bunch!
20090226154351AAAOEze	Consumer Electronics;Music & Music Players	Website to download pussycat dolls songs on ipod?	Plz I really want a website to download pussycat dolls song       "I want a free download"      Thanks everyone!!
20090226154457AAaoytb	Consumer Electronics;Other - Electronics	Is there any way to convert an audio-cassette tape to a CD or a DVD, or put it on the computer?	It is an audio-cassette tape of a radio interview and i want to put in on the computer to a website, either through a cd or something like that. Please help! :) thank you
20090226154520AAzBspi	Consumer Electronics;Cell Phones & Plans	Why Cant I put my T-mobile sim in my SK slide ?	I put my tmobile sim card in my sk slide and it keeps saying that it needs a sim card. (the sk slide is from tmobile by the way) anyone know why ? ):
20090226154700AA63Q8o	Consumer Electronics;Cell Phones & Plans	How can i put full length videos on my cell phone?	How can i put full length videos on my cell phone?   Is there a converter that lets u do that?      I have converter named ImTOO 3GP Video Converter and when i put a video it only lasts 2 0sec.       i really what the video full length.  plz help.
20090226162758AAerK0i	Consumer Electronics;Other - Electronics	Charging Issues (PSP)?	I lost my PSP charger about a year ago so I've always used USB charge. Only problem is the USB charge cant take it from dead because you have to go into USB mode on the PSP in order to activate the charge. The other day I let it go dead and found a 9V DC power supply (PSP is 5V). I tried it just to get it on for 1 minute and it worked. I switched to USB for the rest of the charge. I know it's bad for the battery but I'm not worried, it's so beat it only holds about 2 hours anymore anyway. Last night I accidentally let it go dead again and tried using the same power supply I used the first time. It's not working at all. What gives?
20090226162113AAX2fMI	Consumer Electronics;Cell Phones & Plans	I no people ask this alot but?	can i buy an iphone and use it with t-moblie?    like get it unlocked or something?
20090226160751AACgnZy	Consumer Electronics;Cell Phones & Plans	Virgin Mobile Prepaid Monthly Plan?	I was thinking about getting the virgin mobile prepaid monthly plan. I was going to get the one with 200 anytime minutes and 500 nights and weekends minutes plus unlimited texting for $10.(adds up to $35.00) and the LG flare (29.99)   I just want to know if there's any hidden fees and what is tax on their plan?   thx
20090226170608AARdZ1g	Consumer Electronics;Cell Phones & Plans	I was texting in the shower now my phone is messed up. How do i fix it?	It will turn on but certain keys will not be what i pressed and it is just messed up but its not bad. I took the phone apart and i have it under a fan to dry it out.  How else can I fix it?                                                                       It's a Razr V3 if it helps.  Thanks :-]
20090226103142AAspIye	Consumer Electronics;Cell Phones & Plans	Iphone ? I delete my video song from ipod its is possible to get back ?	from itune by mistake I delete my videos song how to get back       I checked in my recycle folder but there is nothing       its possible to get my video back    thanks
20090226165601AAsJjC4	Consumer Electronics;Music & Music Players	Is history recorded if you use the youtube app for ipod touch?	The videos are they recorded on my router or something and if so, how can I find this history or clear it?
20090226160033AAb4zlC	Consumer Electronics;Games & Gear;Xbox	How reliable is the BuySafe seal on any products found on www.mrbdepot.com?	I found this website (www.mrbdepot.com) and I am trying to buy an Xbox 360. I was wondering if the BuySafe seal is reliable. I was wondering if anyone knows if mrbdepot is reliable and trust-worthy for shopping. Is this a safe site and is the BuySafe seal the real deal and really safe? Please, I'm open for anyone's opinion/ honesty about shopping from this site and if I should buy from this site.
20090226101931AA2IkBw	Consumer Electronics;Cell Phones & Plans	Will an alltel phone work in california?	I have an alltel phone from michigan, and I am going to visit a friend in california. Will my phone work there?
20090226102841AA4EF8X	Consumer Electronics;Cell Phones & Plans	OK how can I put my Blackberry Nextel 8350i on vibrate?	N/A
20090226155947AA7XnEd	Consumer Electronics;Games & Gear;PlayStation	Why does japan get all the hot anime girls video games and the united states doesnt get any?	N/A
20090226160244AA6J4U9	Consumer Electronics;Cameras	How do i transfer pics from my digital camera to my laptop?	i have a samsung digital camera, and i have the usb cord for it too. i also had a kodak memory card that has all my pics on it. when i used the computer to upload my photos, it worked perfectly fine before i just plugged the usb cord in and i got this message saying new software found and i got it 1 2 3 go. now its not working anymore, i tried it today and after i plugged it in, and turned it on, my camera said connecting to computer like it always does, but i didnt get the message that said new software found and idk how to receive all of the pictures. whats wrong?
20090226163717AA4VGL6	Consumer Electronics;Music & Music Players	If my ipod isnt connectin to my computer or itunes, is there somethign wrong with the input on my ipod?	i HAVE  already pressed the menu and center button together 3 times...and still nothing...   is there anything else i can do?
20090226103416AA1gNOx	Consumer Electronics;Cell Phones & Plans	Can the Samsung Omnia be used overseas?	I'm planning a trip to Ireland over the summer, and I'm wondering if my Samsung Omnia can be used internationally. I bought it from Verizon Wireless, but I'm not sure if it's the i900 or the i910. I've heard that Verizon only sells the i910, so I'm guessing that's the one I have...will I be able to use it in other countries?
20090226160230AARZG6A	Consumer Electronics;Music & Music Players	IPod touch - are the applications worth the extra money?	I love the iPod touch - safari, music, movies,    and some applications would be good, but is it just a limited amount that are actually worthwhile?   or are you really happy with the applications, games etc?   also - which are most useful/fun etc. (applications)
20090226164112AAuK5GC	Consumer Electronics;Music & Music Players	Were can i buy a really cheap ipod? Not online Stores.?	Please were can i find a cheap ipod a video classic one or the nano but not the shuffle. Thanks
20090226162705AABZmSA	Consumer Electronics;Music & Music Players	Zune capabilities with windows media player?	I want to buy a zune, but was wondering if i do, could i sync it with my windows media player which already has 1000 songs on it. I just get music from limewire  and transfer it to media player, so could i just keep syncing free music to my zune or will the software not let me do that?   how is the zune anyway? anyone recommend it? i want 2 get a 16gb
20090226164601AAg672A	Consumer Electronics;Games & Gear;Xbox	What do they mean when they say this in this article?	"it is not expected to be 'launched' untill late in 2009 or early 2010"      Here is the article        http://www.smarthouse.com.au/Gaming/Indu...       What do they meaned by launched?
20090226114729AAQmnhR	Consumer Electronics;Cell Phones & Plans	Trying to bluetooth a song from Nokia 5300 to Sony Ericsson T303 but it says  File Type Not Supported?	I'm trying to bluetooth a song from my Nokia 5300 Xpress Music to a Sony Ericsson T303. I've tried sending it with the song in MP4 and AAC but both times the T303 cannot receive it and it says 'File type not supported by phone'. What format does it have to be in for the T303 to support it?   Thanks
20090226104524AA1if4p	Consumer Electronics;Cell Phones & Plans	Iphone 3g silicone case?	does any body know a good website to buy silicone case for the iphone 3g which have a variety of colour etc.
20090226170646AA8e2jO	Consumer Electronics;Music & Music Players	Anyone know where i can get a 3rd generation ipod nano?	i need a blue 3rd generation ipod nano 8gb asap!   please help me
20090226160403AAPbIxe	Consumer Electronics;Games & Gear;PlayStation	When I play resistance 2 my ps3 freezes when I try to message any of my friends sometimes?WHY?	How can I fix it?
20090226164049AAlkxKq	Consumer Electronics;Games & Gear;Xbox	Whre can i buy the cheapest x-box 360?	i am suppost to get one for my birthday in november..but i cant wait until november...and i want to play ufc unleashed when it comes out!!
20090226163249AA1Cd51	Consumer Electronics;Games & Gear;Xbox	I'm having texture loading problems on my 360.?	Primarily on Mirror's Edge, some of the details take some time to pop up, as well as the environments in Halo 3. (Also, when you run forward, do you notice things popping up? like grasses or rocks or small stuff?). should i send it in for maintenance? or will clearing the cache fix it? and will i lose save games for that?
20090226112548AAtaEAr	Consumer Electronics;Cell Phones & Plans	Help!!!!?????!!!! completely and totally free ringtones please.?	i need free ringtones im having trouble finding them help?!!??
20090226102443AA1xMoz	Consumer Electronics;Cell Phones & Plans	Where can i get a blackberry storm under$100 and not by verizon?	what site has a blackberry storm under $100 and not by verizon and doesn't need a plan?
20090226165038AAaHxTH	Consumer Electronics;Games & Gear;Nintendo Wii	Who do I talk to about a Wii product - I have an idea for them?	I have an idea for a new Wii product and I want to tell Nintendo about it. Who do I talk to?
20090226112123AAGdJVC	Consumer Electronics;Cell Phones & Plans	Nokia 6600 Slide wont play my music?	I am trying to convert mp3 files to my phone and they convert fine but when i got to play the songs it comes up with a message saying not allowed. Can anybody help?
20090226162821AAXwa3V	Consumer Electronics;Games & Gear;PC	PC overheating wile playing games?	I play video games alot and i want to know if my computer can easily over heat. is there any way i can see the tempurature of my components and what is the maximum recomended tmpurature for them?      I have a dell xps 420 with a:   nvidia geforce 9800gt 512mb   Intel core 2 duo e8500 (6mb l2 cache, 3.16 ghz 1333fsb)   640 GB hd 7500rpm
20090226171221AAmR71V	Consumer Electronics;Games & Gear;Nintendo Wii	Wii Internet Connection?	ok so I am trying to set up my wii's Internet connection but when I go to search for the networks mine doesn't show up. Now I know the connection must be possible since I can get it on my itouch in the same room. Does anyone know what could be wrong?
20090226114229AAygGHT	Consumer Electronics;Cell Phones & Plans	What is the best mobile to have at the moment?	Must have a good camera & memory!
20090226162346AAnAwMZ	Consumer Electronics;TVs	Should I invest in a new power strip?	Just picked up a 58 inch plasma.  I have a generic power strip.  I heard you are not suppost to plug your plasma directly into the wall because of the intense power it consumes and heat it transmits.  Should I pick up a quality power strip.
20090226101911AAQLK0D	Consumer Electronics;Cell Phones & Plans	Is there a new microsoft phone coming out?	if there is, will it be for at&t?
20090226154924AAfNxQB	Consumer Electronics;Games & Gear;Xbox	What am i going to need for playing xbox live?	what pieces am i going to need to buy to play xbox live? and cost? i have wireless internet also..
20090226154959AAirokC	Consumer Electronics;Cell Phones & Plans	My password on my verizon phone?	i have a password on my verizon phone, and i totally forgot it, im screwed! what do i do ?
20090226160255AA60luM	Consumer Electronics;Land Phones	Can I fax long distance from my home phone/fax machine through a calling card if my coverage is only local?	I'm trying to fax something long distance, but since my phone coverage is only local calls, the long distance fax is not going through... so i've been trying to send the fax by first using a calling card. can that work? (for some reason, it hasn't worked so far, but I'm not sure why)
20090226163941AAqFQ6G	Consumer Electronics;Other - Electronics	Can I fax long distance from my home phone/fax machine through a calling card if my coverage is only local?	I'm trying to fax something long distance, but since my phone coverage is only local calls, the long distance fax is not going through... so i've been trying to send the fax by first using a calling card. can that work? (for some reason, it hasn't worked so far, but I'm not sure why)
20090226160709AAQHIxt	Consumer Electronics;Music & Music Players	My iPod Classic that i got two years ago won't keep the music that i put on it.?	It's kind of been like this for months now, but not as bad. I would put music on it, unplug it, then see that there is no music, repeat the first two things, then music would be on it. Now it never holds musics, and iTunes says that "there was an error syncing your iPod". I'm broke so i can't buy a Zune (i've lost faith in Apple) so i have to make this work a bit longer. How can i fix it?
20090226160717AAjgsUC	Consumer Electronics;TVs	How do i connect my blue-ray vcr to my tv  its different from my other vcr?	N/A
20090226160757AA6rGBd	Consumer Electronics;Music & Music Players	Whats the blue maze game called for ipod touch?	on the ipod touch commercial they show a game where you're moving a ball thru a maze and you can turn your ipod around. the maze is like blue, if that helps haha
20090226161019AAnIdNJ	Consumer Electronics;TVs	How do i get cable TV to another room?	i have comcast cable and it only works in the living room. i also have a cable line in my bedroom but no cable is running through it just over the air. is it possible to somehow get cable into my bedroom. maybe by splitting the cable in the living room and extending it to my bedroom or somehow getting cable signal from the wire in my bedroom. thanks for the help
20090226161400AATAvg6	Consumer Electronics;Music & Music Players	Why did itunes erase all my songs?	I just went to listen to some music on itunes and ALL my songs are gone! i have always used CDs or purchased them. There is atleast 90 dollars worth of songs bought. I have no idea what happend. ive tried to go to import files and my music but it wont work.      PLEASE HELP ME!!!!!!!!!!!!!! Please try to explain it as simple as possible..im not a computer wiz.
20090226161440AA4l8sj	Consumer Electronics;Cell Phones & Plans	How to get free ring tones without paying and getting viruses?	I just got my new phone, and I was wondering if you guys know of a site I could use to get good free ring tones.   I don't want viruses on my computer from going to the site,   and I don't want to be charged for anything.   Hope you can help.
20090226161710AAH74hT	Consumer Electronics;Music & Music Players	Of albums sold worldwide?	how many albums has country singer Don Williams sold worldwide?
20090226162024AAbnFgb	Consumer Electronics;Other - Electronics	What else would I need for a recording studio?	I'm planning to set up a recording studio for my metal band, and I'm just planning to set up a cheap one that probably isn't capable of professional quality but good enough for demos, here's what I have right now:      Computer   Software   Electric Drumset   Bass Guitar   Electric Guitar   Shure SM58 (for vocals)   Amplifiers   Bunch of patch cords      Is there anything else that I need, or can I just plug everything into the computer and record with the software?   If I need a mixer, I have a 24-input mixer, but it needs repairs.
20090226162129AAeL2xr	Consumer Electronics;Other - Electronics	Are there different qualities in 5 mw green lasers? I found one at $13 and most at $70. Will the $13 be weaker?	$13 laser:     http://www.bestofferbuy.com/5mw-powerful...       Also a $30 laser:     http://www.microfiber-products-online.co...       And most of the others are $60-70. Help?
20090226162233AAEMnJw	Consumer Electronics;Music & Music Players	I can't get notes on my ipod  nano?	i know how to put it on but all these codes pop up instead of what i want.   plz help.... i have a mac comp.
20090226162312AASgcJw	Consumer Electronics;Music & Music Players	Jail break i-touch 2.2.1?	I just bought me 2nd generation i-pod touch and i want to jailbreak it?my i-pod has the 2.2.1 version.How can i download it? plzzzzz need help      also....   is there a possibility my i-pod will get damaged by jail breaking?   can i un-install jailbreak if i didn't like it?
20090226162628AAKGvrX	Consumer Electronics;Cell Phones & Plans	What are the pro's of Cell phones.?	Not a specific cell phone i just want to know whats good about them. Thanks good answers are appreciated!
20090226162629AAgGL7H	Consumer Electronics;Camcorders	Hard drive camcorder?	I want a Hard drive camcorder but I hear that when you put it in the computer that the video and sound is "compressed". Is it true? And if it is, is it really that bad looking/sounding? Any good hard drive camcorder suggestions. Thanks
20090226162847AAsZISO	Consumer Electronics;Cell Phones & Plans	I have a verizon phone. I have unlimited texting to everything. I also use mobile IM. does it cost extra?	N/A
20090226163001AAOpQ78	Consumer Electronics;Other - Electronics	How do i put DvD movies on my psp?	i have alot of movies im wanting to put on it, but everytime i try and rip it is Copy Protected. how can i do it?    if i need a program, which is a good, safe one to use?
20090226163130AAz1O4V	Consumer Electronics;TVs	Mitsubishi WD-5253 Picture?	I have a Mitsubishi WD-52531 MFG in Sept. 2006. I have noticed the screen has gone dimmed. I turn the Brightness all the up & the contrast all the way up which went little brighter but still dimmed.  I looked through the manual & sure enough. I did not think about it but the Mitsubishi has a Life Lamp which stated in the user manual it is the light source which can wear down & also stated if the picture becomes noticely dimmer change out the Life Lamp. I just want to make sure if anybody experience this & you changed out your life lamp & gor great clear picture again. These life lamps are not cheap either.
20090226163257AA6CuaG	Consumer Electronics;Games & Gear;Xbox	Xbox 360 after sending it microsoft?	Ok i sent my xbox to microsoft cuz of red rings  about a week and half ago and i was wonderin when they send it back do i have to go pick it up at the ups or do the ups drop it off at my door or office cuz i live in 4 floor apartment.
20090226163335AAKlCea	Consumer Electronics;Games & Gear;Xbox	How do i change my xbox from child account to adult?	please give me a full walk through on how to do this
20090226163700AAiUALG	Consumer Electronics;Cell Phones & Plans	Any unlimited cellphone companies in new york?	I'm moving to New York from Miami where I have Boost Unlimited and like the name says, I have unlimited minutes. I pay $39.50 a month (I had a rate they don't have anymore). Are there any other companies offering the same more or less in NYC?   I have terrible credit and can't really cough up the deposit plan-based phone companies require.      Any idea how much the deposit required would be for att? tmobile? verizon?
20090226164052AAYGyrM	Consumer Electronics;Music & Music Players	Move a video in iTunes to a playlist?	One of my videos got in my movies section somehow... how can I move it to my music video playlist?      I right-click and do show in playlist, but the only option is recently added!! Please help me, Thanks
20090226164748AAycZDQ	Consumer Electronics;Music & Music Players	What are some sad love good songs?	Nothing like ACDC. I also want something like current not old or anything. something that makes you have to cry. something thats saying you need someone or something
20090226164750AA64WxN	Consumer Electronics;Music & Music Players	How do i copy the music thats on my Ipod Nano and put it on my friends Ipod?	N/A
20090226164757AAyuqa1	Consumer Electronics;Games & Gear;PlayStation	I have a 360 but I'm wondering if I should trade to a PS3?	Also if 360 is better, I have the core which comes with nothing and the disk tray gets jammed because of the damn plastic. Should I sell it and get an elite
20090226165243AAaVyje	Consumer Electronics;Other - Electronics	Can I use an 8.4 1100 Mah charger for a 9.6 1600 Mah battery?	N/A
20090226165558AAwopiu	Consumer Electronics;Games & Gear;Xbox	How to get xbox 360 wireless mic to hold a charge?	My mic doesn't seem to hold a charge anymore. I can't get it to light up when i plug it into my Xbox or my computer. I am not sure what to do. So anything will help. Thank you.
20090226170005AA8YUvP	Consumer Electronics;Cell Phones & Plans	How much will an iPhone cost me if I am eligible for an upgrade?	I have had at&t for years, and have been eligible for an upgrade for a few months now. I have had a contract with them for the past few years, and continue to use the company. How much will each of the iPhones cost me, am I obligated to sign another contract, and what are the differences among the different iPhones? Thanks in advance!
20090226170241AARrcST	Consumer Electronics;Games & Gear;Nintendo Wii	Why does my call of duty 5 for wii have such a bad connection to the internet?	my wii is VERY close to my internet box but the connection is one bar? please help!
20090226101147AAjve5z	Consumer Electronics;Cell Phones & Plans	Can virus attack sony ericsson phones?	im using sony ericsson W710i.can virus attack sony ericsson phones?
20090226102603AATKmiU	Consumer Electronics;Cell Phones & Plans	Can I see my boyfriend's text messages through my Alltel cell phone account?	So my boyfriend and I have been living together for over a year.  I am pretty sure he is cheating on me. I pay for his cell phone on my account and he has text messaging.  How long does Alltel keep text messages?  Can I request to see the text messages?  Can I call them and get a detailed phone record to find out what phone numbers he's been calling?
20090226102934AA0hxrY	Consumer Electronics;Cell Phones & Plans	What phone is the best from at&t? Palm? Centro or the BlackBerry Curve 8310 - Titanium?	what about it do you like?
20090226104111AAR4pxe	Consumer Electronics;Cell Phones & Plans	How much should I sell my new replacement (Apple replaced after damaged in accident) Iphone 2g 8GB for?	* I have the charger that the old one came with   * No sim card   * No contract
20090226135654AAjvkVw	Consumer Electronics;Cell Phones & Plans	How much is it to send texts from the UK to France (Paris)?	N/A
20090226124822AA823Sq	Consumer Electronics;Cell Phones & Plans	Sony ericsson idou 12.1 Megapixel?	i know it still a concept! can anyone tell me more about this phone and when sony is planning to sell it in the market?
20090226120830AAgXzvt	Consumer Electronics;Cell Phones & Plans	How do you make the font size bigger on samsung eternity?	THE RECIEVED/SENT TEXT MESSAGE FONT.
20090226120547AAQCrUB	Consumer Electronics;Cell Phones & Plans	What cell phone should i get?	N/A
20090226130151AABmjUb	Consumer Electronics;Cell Phones & Plans	What you know about samsung omnia i900 mobile phone?	hi i just got samsung omnia do you know any good web page to download apps games etc please list
20090226121220AAa2BsK	Consumer Electronics;Cell Phones & Plans	Mobile phones o2 upgrades question?	I was told i am allowed a 12 month contract as im already on one.  But i was then told it is only on slected phones.  Does anybody in the field know the current phones
20090226123420AAWweRO	Consumer Electronics;Cell Phones & Plans	What cell phone service is the best?	me and my husband travel with his job all over and we need a good provider!!!!
20090226121324AAUspaD	Consumer Electronics;Cell Phones & Plans	Coolest and cheapest phones?	N/A
20090226124237AAfOJlS	Consumer Electronics;Cell Phones & Plans	How can I make free long distance calls on international mobile phones?	I'm trying to figure out how I can frequently communicate with my fiance on her mobile phone without paying too much. She is in Ghana right now.
20090226124239AAOrZiA	Consumer Electronics;Cell Phones & Plans	How do you unlock blocked sites on school computers?	iv been trying to listen to music and get onto myspace at school but it wont let me how do io get into the sites
20090226130706AAyRK2i	Consumer Electronics;Cell Phones & Plans	I know there's a way to block your name & # when making a call(*67),but is there a way to only block the name?	For particular calls,I don't mind my # being available,but because it doesn't come up in my name & my family hates this person,I would like to block the name.Thank you!
20090226132846AAdL2Av	Consumer Electronics;Cell Phones & Plans	Why is my LG Glimmer doing this?	Whenever I try and enter a contact my phone says Memory Full, please delete some contacts. And there are no contacts.   I managed to delete all the old numbers from the phone. But like whenever I try and get a new contact it won't let me. I've contacted customer support and they couldnt fix it and have took it to alltel and apparently the phones fine.  It says no name in the contacts like 13 or 14 times. Whats wrong with it. I've done everything I know. It was a present for my 17th birthday and i just want it fixed. When I shut the phone off and back on sometimes it works when I go to edit a no name entry but most times it doesnt. help!?!
